latitude,longitude,elevation,time
45.620344,13.877996,286.3,2025-04-11 14:29:20+00:00
45.620331,13.877987,286.4,2025-04-11 14:29:21+00:00
45.620317,13.877983,286.4,2025-04-11 14:29:22+00:00
45.620304,13.87797,286.5,2025-04-11 14:29:23+00:00
45.620301,13.877963,286.5,2025-04-11 14:29:24+00:00
45.620299,13.877961,286.5,2025-04-11 14:29:25+00:00
45.620304,13.877959,286.5,2025-04-11 14:29:26+00:00
45.620301,13.877953,286.5,2025-04-11 14:29:27+00:00
45.620296,13.877955,286.5,2025-04-11 14:29:28+00:00
45.620323,13.878009,286.7,2025-04-11 14:29:29+00:00
45.620349,13.878064,286.8,2025-04-11 14:29:30+00:00
45.620376,13.878118,286.9,2025-04-11 14:31:08+00:00
45.620402,13.878173,287.0,2025-04-11 14:31:09+00:00
45.620401,13.878188,287.0,2025-04-11 14:31:10+00:00
45.62041,13.878217,287.1,2025-04-11 14:31:11+00:00
45.620411,13.878242,287.2,2025-04-11 14:31:12+00:00
45.620412,13.878254,287.2,2025-04-11 14:31:13+00:00
45.620412,13.878252,287.2,2025-04-11 14:31:14+00:00
45.620413,13.878252,287.2,2025-04-11 14:31:15+00:00
45.620413,13.878252,287.2,2025-04-11 14:31:16+00:00
45.620416,13.878252,287.2,2025-04-11 14:31:17+00:00
45.620416,13.878252,287.2,2025-04-11 14:31:18+00:00
45.620416,13.878251,287.2,2025-04-11 14:31:19+00:00
45.620416,13.878251,287.2,2025-04-11 14:31:20+00:00
45.620416,13.878251,287.2,2025-04-11 14:31:21+00:00
45.620412,13.878256,287.2,2025-04-11 14:31:22+00:00
45.6204,13.878294,287.3,2025-04-11 14:31:23+00:00
45.620389,13.878327,287.3,2025-04-11 14:31:29+00:00
45.620379,13.878361,287.4,2025-04-11 14:31:30+00:00
45.620365,13.878408,287.5,2025-04-11 14:31:31+00:00
45.620348,13.878443,287.5,2025-04-11 14:31:32+00:00
45.620339,13.878485,287.6,2025-04-11 14:31:33+00:00
45.620328,13.878544,287.7,2025-04-11 14:31:34+00:00
45.620313,13.878584,287.8,2025-04-11 14:31:35+00:00
45.620303,13.878638,287.9,2025-04-11 14:31:36+00:00
45.620298,13.878656,287.9,2025-04-11 14:31:37+00:00
45.620291,13.878697,288.0,2025-04-11 14:31:38+00:00
45.620273,13.878731,288.0,2025-04-11 14:31:39+00:00
45.620256,13.878766,288.1,2025-04-11 14:31:40+00:00
45.62025,13.878775,288.1,2025-04-11 14:31:41+00:00
45.620247,13.878826,288.2,2025-04-11 14:31:42+00:00
45.620228,13.878878,288.3,2025-04-11 14:31:43+00:00
45.62021,13.878914,288.3,2025-04-11 14:31:44+00:00
45.620196,13.878961,288.4,2025-04-11 14:31:45+00:00
45.620185,13.878997,288.5,2025-04-11 14:31:46+00:00
45.620174,13.87904,288.6,2025-04-11 14:31:47+00:00
45.620148,13.879095,288.7,2025-04-11 14:31:48+00:00
45.620134,13.87913,288.8,2025-04-11 14:31:49+00:00
45.620115,13.879172,288.8,2025-04-11 14:31:50+00:00
45.620108,13.879184,288.9,2025-04-11 14:31:51+00:00
45.620084,13.879232,289.0,2025-04-11 14:31:52+00:00
45.620058,13.87927,289.0,2025-04-11 14:31:53+00:00
45.620037,13.879312,289.1,2025-04-11 14:31:54+00:00
45.62002,13.879355,289.2,2025-04-11 14:31:55+00:00
45.620015,13.879367,289.2,2025-04-11 14:31:56+00:00
45.620001,13.879409,289.3,2025-04-11 14:31:57+00:00
45.619977,13.879452,289.4,2025-04-11 14:31:58+00:00
45.619956,13.879489,289.5,2025-04-11 14:31:59+00:00
45.619938,13.879521,289.5,2025-04-11 14:32:00+00:00
45.619915,13.879564,289.6,2025-04-11 14:32:01+00:00
45.619885,13.879603,289.7,2025-04-11 14:32:02+00:00
45.619858,13.879641,289.8,2025-04-11 14:32:03+00:00
45.619851,13.879653,289.8,2025-04-11 14:32:04+00:00
45.619825,13.879697,289.9,2025-04-11 14:32:05+00:00
45.619816,13.879717,289.9,2025-04-11 14:32:06+00:00
45.619792,13.87975,290.0,2025-04-11 14:32:07+00:00
45.619776,13.879789,290.1,2025-04-11 14:32:08+00:00
45.619755,13.879819,290.1,2025-04-11 14:32:09+00:00
45.619726,13.879856,290.2,2025-04-11 14:32:10+00:00
45.619718,13.879877,290.3,2025-04-11 14:32:11+00:00
45.619694,13.879908,290.3,2025-04-11 14:32:12+00:00
45.619667,13.879946,290.4,2025-04-11 14:32:13+00:00
45.619658,13.879959,290.4,2025-04-11 14:32:14+00:00
45.619636,13.879986,290.5,2025-04-11 14:32:15+00:00
45.619606,13.880016,290.6,2025-04-11 14:32:16+00:00
45.619595,13.880028,290.7,2025-04-11 14:32:17+00:00
45.619576,13.88006,290.8,2025-04-11 14:32:18+00:00
45.619552,13.88008,290.9,2025-04-11 14:32:19+00:00
45.61952,13.880112,291.1,2025-04-11 14:32:20+00:00
45.61951,13.880125,291.1,2025-04-11 14:32:21+00:00
45.619489,13.880152,291.2,2025-04-11 14:32:22+00:00
45.619464,13.880187,291.3,2025-04-11 14:32:23+00:00
45.619457,13.880199,291.4,2025-04-11 14:32:24+00:00
45.619428,13.880233,291.5,2025-04-11 14:32:25+00:00
45.619418,13.880246,291.6,2025-04-11 14:32:26+00:00
45.619387,13.880279,291.7,2025-04-11 14:32:27+00:00
45.619377,13.880291,291.8,2025-04-11 14:32:28+00:00
45.619348,13.880323,291.9,2025-04-11 14:32:29+00:00
45.619329,13.880351,292.0,2025-04-11 14:32:30+00:00
45.619308,13.880395,292.2,2025-04-11 14:32:31+00:00
45.61929,13.880429,292.3,2025-04-11 14:32:32+00:00
45.619267,13.880479,292.4,2025-04-11 14:32:33+00:00
45.619254,13.880499,292.5,2025-04-11 14:32:34+00:00
45.619226,13.880525,292.6,2025-04-11 14:32:35+00:00
45.619204,13.880569,292.8,2025-04-11 14:32:36+00:00
45.619193,13.880585,292.8,2025-04-11 14:32:37+00:00
45.619183,13.880616,292.9,2025-04-11 14:32:38+00:00
45.619188,13.880634,292.9,2025-04-11 14:32:39+00:00
45.619177,13.880667,293.0,2025-04-11 14:32:40+00:00
45.619176,13.880685,293.0,2025-04-11 14:32:41+00:00
45.619166,13.880715,293.1,2025-04-11 14:32:42+00:00
45.619159,13.880736,293.2,2025-04-11 14:32:43+00:00
45.619153,13.880757,293.2,2025-04-11 14:32:44+00:00
45.619139,13.88079,293.3,2025-04-11 14:32:45+00:00
45.619133,13.880812,293.4,2025-04-11 14:32:46+00:00
45.619109,13.880852,293.5,2025-04-11 14:32:47+00:00
45.619101,13.880864,293.5,2025-04-11 14:32:48+00:00
45.619077,13.880901,293.6,2025-04-11 14:32:49+00:00
45.619068,13.88091,293.6,2025-04-11 14:32:50+00:00
45.619047,13.880944,293.7,2025-04-11 14:32:51+00:00
45.619024,13.880987,293.9,2025-04-11 14:32:52+00:00
45.619016,13.881,293.9,2025-04-11 14:32:53+00:00
45.61899,13.881039,294.0,2025-04-11 14:32:54+00:00
45.618983,13.881054,294.1,2025-04-11 14:32:55+00:00
45.618959,13.881085,294.2,2025-04-11 14:32:56+00:00
45.61895,13.881096,294.2,2025-04-11 14:32:57+00:00
45.618933,13.881114,294.3,2025-04-11 14:32:58+00:00
45.618922,13.881121,294.3,2025-04-11 14:32:59+00:00
45.618921,13.88113,294.3,2025-04-11 14:33:00+00:00
45.618917,13.881136,294.3,2025-04-11 14:33:01+00:00
45.618914,13.881142,294.4,2025-04-11 14:33:02+00:00
45.618911,13.881148,294.4,2025-04-11 14:33:03+00:00
45.618907,13.881153,294.4,2025-04-11 14:33:04+00:00
45.618904,13.881159,294.4,2025-04-11 14:33:05+00:00
45.618901,13.881165,294.4,2025-04-11 14:33:06+00:00
45.618897,13.881171,294.4,2025-04-11 14:33:07+00:00
45.618894,13.881177,294.5,2025-04-11 14:33:08+00:00
45.61887,13.881218,294.6,2025-04-11 14:33:09+00:00
45.618844,13.881257,294.7,2025-04-11 14:33:10+00:00
45.618822,13.881298,294.8,2025-04-11 14:33:11+00:00
45.618814,13.881308,294.9,2025-04-11 14:33:12+00:00
45.618791,13.881339,295.0,2025-04-11 14:33:13+00:00
45.618781,13.881345,295.0,2025-04-11 14:33:14+00:00
45.618755,13.881366,295.1,2025-04-11 14:33:15+00:00
45.618746,13.881372,295.1,2025-04-11 14:33:16+00:00
45.618733,13.881408,295.2,2025-04-11 14:33:17+00:00
45.618706,13.881444,295.4,2025-04-11 14:33:18+00:00
45.618676,13.881465,295.5,2025-04-11 14:33:19+00:00
45.618667,13.881479,295.5,2025-04-11 14:33:20+00:00
45.618634,13.881504,295.7,2025-04-11 14:33:21+00:00
45.618624,13.881519,295.7,2025-04-11 14:33:22+00:00
45.6186,13.881544,295.8,2025-04-11 14:33:23+00:00
45.618569,13.881569,296.0,2025-04-11 14:33:24+00:00
45.618558,13.881574,296.0,2025-04-11 14:33:25+00:00
45.618535,13.881607,296.1,2025-04-11 14:33:26+00:00
45.618527,13.881621,296.2,2025-04-11 14:33:27+00:00
45.618496,13.881636,296.3,2025-04-11 14:33:28+00:00
45.618488,13.881646,296.3,2025-04-11 14:33:29+00:00
45.618469,13.881677,296.4,2025-04-11 14:33:30+00:00
45.618434,13.8817,296.6,2025-04-11 14:33:31+00:00
45.618421,13.881712,296.6,2025-04-11 14:33:32+00:00
45.618396,13.88175,296.8,2025-04-11 14:33:33+00:00
45.618386,13.881761,296.8,2025-04-11 14:33:34+00:00
45.618353,13.881787,296.9,2025-04-11 14:33:35+00:00
45.618341,13.881792,297.0,2025-04-11 14:33:36+00:00
45.618323,13.881835,297.1,2025-04-11 14:33:37+00:00
45.6183,13.881859,297.2,2025-04-11 14:33:38+00:00
45.618267,13.881885,297.3,2025-04-11 14:33:39+00:00
45.618255,13.881892,297.4,2025-04-11 14:33:40+00:00
45.618222,13.881929,297.5,2025-04-11 14:33:41+00:00
45.61821,13.881949,297.6,2025-04-11 14:33:42+00:00
45.618197,13.881973,297.7,2025-04-11 14:33:43+00:00
45.618181,13.88198,297.7,2025-04-11 14:33:44+00:00
45.618151,13.882,297.9,2025-04-11 14:33:45+00:00
45.618141,13.882005,297.9,2025-04-11 14:33:46+00:00
45.618124,13.882014,297.9,2025-04-11 14:33:47+00:00
45.618112,13.88203,297.9,2025-04-11 14:33:48+00:00
45.618087,13.882049,297.9,2025-04-11 14:33:49+00:00
45.618079,13.882057,297.9,2025-04-11 14:33:50+00:00
45.618056,13.88208,298.0,2025-04-11 14:33:51+00:00
45.618049,13.882087,298.0,2025-04-11 14:33:52+00:00
45.61802,13.8821,298.1,2025-04-11 14:33:53+00:00
45.61801,13.882106,298.1,2025-04-11 14:33:54+00:00
45.617983,13.88213,298.2,2025-04-11 14:33:55+00:00
45.61797,13.882143,298.3,2025-04-11 14:33:56+00:00
45.617947,13.882178,298.4,2025-04-11 14:33:57+00:00
45.61794,13.882188,298.4,2025-04-11 14:33:58+00:00
45.617918,13.882218,298.5,2025-04-11 14:33:59+00:00
45.617909,13.882229,298.6,2025-04-11 14:34:00+00:00
45.617886,13.882255,298.7,2025-04-11 14:34:01+00:00
45.617877,13.882262,298.7,2025-04-11 14:34:02+00:00
45.61785,13.882291,298.8,2025-04-11 14:34:03+00:00
45.617842,13.882297,298.8,2025-04-11 14:34:04+00:00
45.617821,13.882323,298.9,2025-04-11 14:34:05+00:00
45.617797,13.882357,299.0,2025-04-11 14:34:06+00:00
45.617786,13.882366,299.0,2025-04-11 14:34:07+00:00
45.617761,13.882394,299.1,2025-04-11 14:34:08+00:00
45.617751,13.882403,299.2,2025-04-11 14:34:09+00:00
45.617729,13.882445,299.3,2025-04-11 14:34:10+00:00
45.61772,13.882456,299.4,2025-04-11 14:34:11+00:00
45.617702,13.882491,299.5,2025-04-11 14:34:12+00:00
45.617694,13.882511,299.5,2025-04-11 14:34:13+00:00
45.617692,13.882532,299.6,2025-04-11 14:34:14+00:00
45.617675,13.882563,299.7,2025-04-11 14:34:15+00:00
45.617656,13.882599,299.8,2025-04-11 14:34:16+00:00
45.617649,13.882608,299.8,2025-04-11 14:34:17+00:00
45.617629,13.88264,300.0,2025-04-11 14:34:18+00:00
45.617623,13.882651,300.0,2025-04-11 14:34:19+00:00
45.617601,13.882685,300.1,2025-04-11 14:34:20+00:00
45.617592,13.882697,300.2,2025-04-11 14:34:21+00:00
45.61758,13.882733,300.3,2025-04-11 14:34:22+00:00
45.617561,13.882773,300.4,2025-04-11 14:34:23+00:00
45.617555,13.882788,300.4,2025-04-11 14:34:24+00:00
45.61754,13.882822,300.5,2025-04-11 14:34:25+00:00
45.617522,13.882864,300.7,2025-04-11 14:34:26+00:00
45.617512,13.882876,300.7,2025-04-11 14:34:27+00:00
45.617504,13.882915,300.8,2025-04-11 14:34:28+00:00
45.617488,13.882948,300.9,2025-04-11 14:34:29+00:00
45.617467,13.883001,301.1,2025-04-11 14:34:30+00:00
45.617458,13.883042,301.2,2025-04-11 14:34:31+00:00
45.617442,13.883078,301.3,2025-04-11 14:34:32+00:00
45.617431,13.883149,301.5,2025-04-11 14:34:33+00:00
45.617404,13.883222,301.7,2025-04-11 14:34:34+00:00
45.61737,13.883303,301.9,2025-04-11 14:34:35+00:00
45.61734,13.883393,302.1,2025-04-11 14:34:36+00:00
45.617333,13.883459,302.3,2025-04-11 14:34:37+00:00
45.617328,13.883507,302.4,2025-04-11 14:34:38+00:00
45.617333,13.883554,302.5,2025-04-11 14:34:39+00:00
45.617337,13.883596,302.6,2025-04-11 14:34:40+00:00
45.617371,13.883636,302.7,2025-04-11 14:34:41+00:00
45.617385,13.883695,302.8,2025-04-11 14:34:42+00:00
45.617395,13.883754,302.9,2025-04-11 14:34:43+00:00
45.617404,13.883818,303.1,2025-04-11 14:34:44+00:00
45.617389,13.883896,303.2,2025-04-11 14:34:45+00:00
45.617359,13.883968,303.4,2025-04-11 14:34:46+00:00
45.61728,13.884038,303.6,2025-04-11 14:34:47+00:00
45.617214,13.884079,303.8,2025-04-11 14:34:48+00:00
45.617172,13.884121,303.9,2025-04-11 14:34:49+00:00
45.617138,13.88419,304.1,2025-04-11 14:34:50+00:00
45.617105,13.884261,304.3,2025-04-11 14:34:51+00:00
45.617104,13.884333,304.5,2025-04-11 14:34:52+00:00
45.617096,13.884385,304.6,2025-04-11 14:34:53+00:00
45.617086,13.884439,304.7,2025-04-11 14:34:54+00:00
45.617062,13.884511,304.9,2025-04-11 14:34:55+00:00
45.617036,13.884581,305.1,2025-04-11 14:34:56+00:00
45.617026,13.884671,305.3,2025-04-11 14:34:57+00:00
45.617019,13.884753,305.5,2025-04-11 14:34:58+00:00
45.617015,13.884837,305.6,2025-04-11 14:34:59+00:00
45.617002,13.8849,305.8,2025-04-11 14:35:00+00:00
45.616991,13.884965,305.9,2025-04-11 14:35:01+00:00
45.616985,13.885029,306.1,2025-04-11 14:35:02+00:00
45.616978,13.885095,306.2,2025-04-11 14:35:03+00:00
45.616967,13.885162,306.4,2025-04-11 14:35:04+00:00
45.616958,13.88523,306.6,2025-04-11 14:35:05+00:00
45.616947,13.885295,306.7,2025-04-11 14:35:06+00:00
45.616938,13.885361,306.9,2025-04-11 14:35:07+00:00
45.616935,13.885429,307.0,2025-04-11 14:35:08+00:00
45.61693,13.885508,307.2,2025-04-11 14:35:10+00:00
45.616862,13.885608,307.4,2025-04-11 14:35:11+00:00
45.616849,13.88572,307.7,2025-04-11 14:35:12+00:00
45.616813,13.88581,308.0,2025-04-11 14:35:13+00:00
45.61681,13.885861,308.2,2025-04-11 14:35:14+00:00
45.616767,13.885913,308.4,2025-04-11 14:35:15+00:00
45.616719,13.885983,308.7,2025-04-11 14:35:16+00:00
45.616723,13.886046,308.8,2025-04-11 14:35:17+00:00
45.616725,13.88608,308.9,2025-04-11 14:35:18+00:00
45.616707,13.886135,309.1,2025-04-11 14:35:19+00:00
45.616683,13.886199,309.3,2025-04-11 14:35:20+00:00
45.616662,13.886241,309.4,2025-04-11 14:35:21+00:00
45.616644,13.88629,309.6,2025-04-11 14:35:22+00:00
45.616637,13.886349,309.7,2025-04-11 14:35:23+00:00
45.616601,13.886379,309.9,2025-04-11 14:35:24+00:00
45.616585,13.886439,310.1,2025-04-11 14:35:25+00:00
45.616562,13.886492,310.2,2025-04-11 14:35:26+00:00
45.61655,13.886544,310.4,2025-04-11 14:35:27+00:00
45.616524,13.886585,310.6,2025-04-11 14:35:28+00:00
45.616522,13.886626,310.7,2025-04-11 14:35:29+00:00
45.616515,13.886668,310.8,2025-04-11 14:35:30+00:00
45.6165,13.886713,310.8,2025-04-11 14:35:31+00:00
45.616475,13.886753,310.9,2025-04-11 14:35:32+00:00
45.616467,13.886807,310.9,2025-04-11 14:35:33+00:00
45.616463,13.886825,311.0,2025-04-11 14:35:34+00:00
45.616451,13.886875,311.0,2025-04-11 14:35:35+00:00
45.616438,13.886909,311.1,2025-04-11 14:35:36+00:00
45.616434,13.886961,311.2,2025-04-11 14:35:37+00:00
45.616429,13.886981,311.2,2025-04-11 14:35:38+00:00
45.616423,13.887022,311.3,2025-04-11 14:35:39+00:00
45.616415,13.88706,311.3,2025-04-11 14:35:40+00:00
45.616391,13.887098,311.5,2025-04-11 14:35:41+00:00
45.616363,13.887207,311.8,2025-04-11 14:35:42+00:00
45.616363,13.887292,312.0,2025-04-11 14:35:43+00:00
45.616318,13.887394,312.3,2025-04-11 14:35:44+00:00
45.6163,13.887487,312.5,2025-04-11 14:35:45+00:00
45.616269,13.887559,312.8,2025-04-11 14:35:46+00:00
45.616257,13.887605,312.9,2025-04-11 14:35:47+00:00
45.61626,13.88762,312.9,2025-04-11 14:35:48+00:00
45.616265,13.88767,313.0,2025-04-11 14:35:49+00:00
45.616277,13.887715,313.1,2025-04-11 14:35:50+00:00
45.616276,13.887738,313.2,2025-04-11 14:35:51+00:00
45.616272,13.887787,313.3,2025-04-11 14:35:52+00:00
45.616269,13.887835,313.4,2025-04-11 14:35:53+00:00
45.616293,13.8879,313.6,2025-04-11 14:35:54+00:00
45.616303,13.887939,313.6,2025-04-11 14:35:55+00:00
45.616302,13.887989,313.7,2025-04-11 14:35:56+00:00
45.616301,13.888016,313.8,2025-04-11 14:35:57+00:00
45.616311,13.88808,313.9,2025-04-11 14:35:58+00:00
45.616322,13.888157,314.1,2025-04-11 14:35:59+00:00
45.616324,13.888229,314.2,2025-04-11 14:36:00+00:00
45.616327,13.888293,314.4,2025-04-11 14:36:01+00:00
45.616332,13.888352,314.5,2025-04-11 14:36:02+00:00
45.616335,13.888415,314.7,2025-04-11 14:36:03+00:00
45.616334,13.888468,314.8,2025-04-11 14:36:04+00:00
45.61633,13.888532,314.9,2025-04-11 14:36:05+00:00
45.616327,13.888559,315.0,2025-04-11 14:36:06+00:00
45.61634,13.888615,315.1,2025-04-11 14:36:07+00:00
45.616348,13.888696,315.3,2025-04-11 14:36:08+00:00
45.616354,13.88875,315.4,2025-04-11 14:36:09+00:00
45.616321,13.888817,315.6,2025-04-11 14:36:10+00:00
45.616312,13.88887,315.6,2025-04-11 14:36:11+00:00
45.616297,13.888908,315.7,2025-04-11 14:36:12+00:00
45.616309,13.888963,315.8,2025-04-11 14:36:13+00:00
45.616315,13.889007,315.8,2025-04-11 14:36:14+00:00
45.616331,13.889046,315.9,2025-04-11 14:36:15+00:00
45.616343,13.889103,315.9,2025-04-11 14:36:16+00:00
45.616346,13.889124,315.9,2025-04-11 14:36:17+00:00
45.616351,13.889163,316.0,2025-04-11 14:36:18+00:00
45.61636,13.88921,316.0,2025-04-11 14:36:19+00:00
45.616375,13.88925,316.1,2025-04-11 14:36:20+00:00
45.616386,13.889299,316.2,2025-04-11 14:36:21+00:00
45.616391,13.889314,316.2,2025-04-11 14:36:22+00:00
45.616407,13.889365,316.3,2025-04-11 14:36:23+00:00
45.616412,13.889385,316.4,2025-04-11 14:36:24+00:00
45.61643,13.889417,316.5,2025-04-11 14:36:25+00:00
45.616444,13.889464,316.6,2025-04-11 14:36:26+00:00
45.61645,13.889478,316.6,2025-04-11 14:36:27+00:00
45.616471,13.889522,316.7,2025-04-11 14:36:28+00:00
45.616479,13.889536,316.7,2025-04-11 14:36:29+00:00
45.616503,13.889581,316.9,2025-04-11 14:36:30+00:00
45.61651,13.889599,316.9,2025-04-11 14:36:31+00:00
45.616529,13.889629,317.0,2025-04-11 14:36:32+00:00
45.616533,13.889642,317.0,2025-04-11 14:36:33+00:00
45.616551,13.889676,317.1,2025-04-11 14:36:34+00:00
45.616574,13.889704,317.2,2025-04-11 14:36:35+00:00
45.616589,13.889741,317.3,2025-04-11 14:36:36+00:00
45.616607,13.889773,317.4,2025-04-11 14:36:37+00:00
45.616612,13.889784,317.4,2025-04-11 14:36:38+00:00
45.616623,13.889807,317.5,2025-04-11 14:36:39+00:00
45.616625,13.889814,317.5,2025-04-11 14:36:40+00:00
45.616626,13.88982,317.5,2025-04-11 14:36:41+00:00
45.616628,13.889827,317.5,2025-04-11 14:36:42+00:00
45.61663,13.889834,317.5,2025-04-11 14:36:43+00:00
45.616633,13.889826,317.5,2025-04-11 14:36:44+00:00
45.616632,13.889824,317.6,2025-04-11 14:36:45+00:00
45.616635,13.88983,317.6,2025-04-11 14:36:46+00:00
45.616642,13.88983,317.6,2025-04-11 14:36:47+00:00
45.616644,13.889837,317.6,2025-04-11 14:36:48+00:00
45.616652,13.889844,317.6,2025-04-11 14:36:49+00:00
45.616654,13.889846,317.6,2025-04-11 14:36:50+00:00
45.616652,13.889845,317.6,2025-04-11 14:36:51+00:00
45.616656,13.889849,317.7,2025-04-11 14:36:52+00:00
45.616673,13.889875,317.7,2025-04-11 14:36:53+00:00
45.61669,13.8899,317.8,2025-04-11 14:38:18+00:00
45.616707,13.889926,317.9,2025-04-11 14:38:19+00:00
45.616727,13.889967,318.0,2025-04-11 14:38:20+00:00
45.616745,13.890004,318.1,2025-04-11 14:38:21+00:00
45.616752,13.890019,318.1,2025-04-11 14:38:22+00:00
45.616763,13.890059,318.2,2025-04-11 14:38:23+00:00
45.616766,13.890073,318.3,2025-04-11 14:38:24+00:00
45.616781,13.890114,318.4,2025-04-11 14:38:25+00:00
45.616786,13.89013,318.4,2025-04-11 14:38:26+00:00
45.616812,13.890169,318.6,2025-04-11 14:38:27+00:00
45.616831,13.890211,318.7,2025-04-11 14:38:28+00:00
45.61686,13.890278,319.0,2025-04-11 14:38:29+00:00
45.616895,13.890321,319.2,2025-04-11 14:38:30+00:00
45.616923,13.890358,319.3,2025-04-11 14:38:31+00:00
45.616953,13.890394,319.5,2025-04-11 14:38:32+00:00
45.616965,13.890402,319.6,2025-04-11 14:38:33+00:00
45.616984,13.890415,319.7,2025-04-11 14:38:34+00:00
45.616998,13.890422,319.7,2025-04-11 14:38:35+00:00
45.617016,13.890434,319.8,2025-04-11 14:38:36+00:00
45.617024,13.890455,319.9,2025-04-11 14:38:37+00:00
45.617044,13.890491,320.0,2025-04-11 14:38:38+00:00
45.617076,13.890533,320.1,2025-04-11 14:38:39+00:00
45.617076,13.890522,320.2,2025-04-11 14:38:40+00:00
45.617089,13.890542,320.2,2025-04-11 14:38:41+00:00
45.6171,13.89056,320.3,2025-04-11 14:38:42+00:00
45.617119,13.890598,320.4,2025-04-11 14:38:43+00:00
45.617127,13.890609,320.5,2025-04-11 14:38:44+00:00
45.617147,13.890637,320.6,2025-04-11 14:38:45+00:00
45.617153,13.890648,320.6,2025-04-11 14:38:46+00:00
45.617182,13.890689,320.7,2025-04-11 14:38:47+00:00
45.617189,13.89071,320.8,2025-04-11 14:38:48+00:00
45.617218,13.890747,320.9,2025-04-11 14:38:49+00:00
45.617228,13.890759,320.9,2025-04-11 14:38:50+00:00
45.617248,13.890795,321.0,2025-04-11 14:38:51+00:00
45.617269,13.890827,321.1,2025-04-11 14:38:52+00:00
45.617285,13.890867,321.1,2025-04-11 14:38:53+00:00
45.61729,13.890872,321.2,2025-04-11 14:38:54+00:00
45.617318,13.890914,321.2,2025-04-11 14:38:55+00:00
45.617327,13.890931,321.3,2025-04-11 14:38:56+00:00
45.617352,13.890972,321.4,2025-04-11 14:38:57+00:00
45.617381,13.891001,321.5,2025-04-11 14:38:58+00:00
45.617414,13.891034,321.6,2025-04-11 14:38:59+00:00
45.61746,13.891071,321.7,2025-04-11 14:39:00+00:00
45.617514,13.891082,321.8,2025-04-11 14:39:01+00:00
45.617575,13.891127,322.0,2025-04-11 14:39:02+00:00
45.617641,13.891174,322.2,2025-04-11 14:39:03+00:00
45.617697,13.891241,322.4,2025-04-11 14:39:04+00:00
45.617753,13.891288,322.5,2025-04-11 14:39:05+00:00
45.617806,13.891318,322.7,2025-04-11 14:39:06+00:00
45.617852,13.891353,322.8,2025-04-11 14:39:07+00:00
45.617889,13.891388,323.0,2025-04-11 14:39:08+00:00
45.617921,13.89142,323.1,2025-04-11 14:39:09+00:00
45.617963,13.891456,323.3,2025-04-11 14:39:10+00:00
45.617995,13.891493,323.4,2025-04-11 14:39:11+00:00
45.618027,13.89154,323.6,2025-04-11 14:39:12+00:00
45.618058,13.891536,323.7,2025-04-11 14:39:13+00:00
45.618091,13.891569,323.8,2025-04-11 14:39:14+00:00
45.618128,13.891579,324.0,2025-04-11 14:39:15+00:00
45.61816,13.891604,324.1,2025-04-11 14:39:16+00:00
45.618194,13.891631,324.2,2025-04-11 14:39:17+00:00
45.618231,13.891653,324.3,2025-04-11 14:39:18+00:00
45.618261,13.891668,324.4,2025-04-11 14:39:19+00:00
45.618288,13.891678,324.5,2025-04-11 14:39:20+00:00
45.618313,13.891695,324.6,2025-04-11 14:39:21+00:00
45.618345,13.891718,324.8,2025-04-11 14:39:22+00:00
45.618375,13.891727,324.9,2025-04-11 14:39:23+00:00
45.618416,13.891747,325.0,2025-04-11 14:39:24+00:00
45.618449,13.891751,325.2,2025-04-11 14:39:25+00:00
45.618482,13.891756,325.3,2025-04-11 14:39:26+00:00
45.61852,13.891763,325.4,2025-04-11 14:39:27+00:00
45.618552,13.891786,325.6,2025-04-11 14:39:28+00:00
45.618586,13.891796,325.7,2025-04-11 14:39:29+00:00
45.618616,13.891818,325.9,2025-04-11 14:39:30+00:00
45.618654,13.891837,326.0,2025-04-11 14:39:31+00:00
45.618667,13.891845,326.1,2025-04-11 14:39:32+00:00
45.618694,13.891852,326.2,2025-04-11 14:39:33+00:00
45.618725,13.891859,326.3,2025-04-11 14:39:34+00:00
45.618767,13.891873,326.4,2025-04-11 14:39:35+00:00
45.618801,13.891882,326.5,2025-04-11 14:39:36+00:00
45.618835,13.891886,326.6,2025-04-11 14:39:37+00:00
45.618874,13.891886,326.7,2025-04-11 14:39:38+00:00
45.61891,13.891872,326.9,2025-04-11 14:39:39+00:00
45.618946,13.891857,327.0,2025-04-11 14:39:40+00:00
45.618977,13.891861,327.1,2025-04-11 14:39:41+00:00
45.619005,13.891865,327.1,2025-04-11 14:39:42+00:00
45.619038,13.891869,327.2,2025-04-11 14:39:43+00:00
45.619076,13.89187,327.4,2025-04-11 14:39:44+00:00
45.619115,13.891874,327.5,2025-04-11 14:39:45+00:00
45.619154,13.891859,327.6,2025-04-11 14:39:46+00:00
45.619173,13.891855,327.6,2025-04-11 14:39:47+00:00
45.619206,13.891851,327.7,2025-04-11 14:39:48+00:00
45.619239,13.891837,327.8,2025-04-11 14:39:49+00:00
45.619274,13.89182,327.9,2025-04-11 14:39:50+00:00
45.619313,13.891817,328.0,2025-04-11 14:39:51+00:00
45.61935,13.891806,328.2,2025-04-11 14:39:52+00:00
45.619382,13.891787,328.3,2025-04-11 14:39:53+00:00
45.61942,13.891765,328.4,2025-04-11 14:39:54+00:00
45.619452,13.891763,328.5,2025-04-11 14:39:55+00:00
45.61948,13.891737,328.6,2025-04-11 14:39:56+00:00
45.619518,13.891738,328.7,2025-04-11 14:39:57+00:00
