latitude,longitude,elevation,distance_m,gradient_percent
45.649469,13.802534,155.3,1190.8319849364684,6216.860662953695
45.649476,13.802517,155.4,1192.3656058277695,5415.816361619363
45.649499,13.802491,155.5,1195.6252253629089,8199.326256361383
45.649504,13.80248,155.6,1196.6451227167595,8839.633487555875
45.649533,13.802453,155.8,1200.4925902488046,8623.548142622167
45.64954,13.802444,155.9,1201.539133707709,8672.178578174498
45.649567,13.802421,156.1,1205.0333859713367,1566.1401979028597
45.649576,13.80241,156.1,1206.3496649090882,1948.0268023949975
45.649598,13.802386,156.3,1209.4261096331977,6223.078139875724
45.64962,13.802356,156.5,1212.8057711680774,7970.066413716995
45.649625,13.802343,156.6,1213.9591152301311,7879.957791162815
45.64965,13.80231,156.8,1217.741628712174,7196.282832568977
45.649657,13.802297,156.9,1219.0171462054914,7183.798588782338
45.649674,13.802254,157.1,1222.8570539105747,5414.5500823738985
45.649697,13.802222,157.3,1226.42464345855,7462.596290968941
45.649705,13.802211,157.4,1227.6584965939935,7346.952927349412
45.649731,13.802172,157.6,1231.8475413509666,8306.247051224636
45.649737,13.802161,157.7,1232.9320651964895,8452.250121800898
45.649755,13.802128,157.9,1236.1856362996834,7065.114466044179
45.649761,13.802113,158.0,1237.52897329905,2265.860990071087
45.649763,13.802106,158.0,1238.1167766887154,1482.3201309236538
45.649772,13.802076,158.2,1240.65434712004,6072.828759859112
45.649783,13.802052,158.3,1242.8850966173118,6349.597939373052
45.649794,13.802045,158.4,1244.2238038351454,7052.424571457232
45.649809,13.802008,158.6,1247.548467547187,7855.630725079391
45.649813,13.801994,158.7,1248.7240734452746,7877.909601137253
45.649836,13.801968,158.9,1251.9836854413777,5510.781743445841
