Power (W),SOH (%)
0.0,11406.326
0.0,11400.239
0.0,11394.164
0.0,11388.091
0.0,11382.018
0.0,11375.947
0.0,11369.881
0.0,11363.819
0.0,11357.762
0.0,11351.706
0.0,11345.653
0.0,11339.606
0.0,11333.558
0.0,11327.516
0.0,11321.477
0.0,11315.436
0.0,11309.402
0.0,11303.375
0.0,11297.348
0.0,11291.326
0.0,11285.304
0.0,11279.286
0.0,11273.27
0.0,11267.259
0.0,11261.251
0.0,11255.248
0.0,11249.244
0.0,11243.249
0.0,11237.25
0.0,11231.26
0.0,11225.27
0.0,11219.283
0.0,11213.305
0.0,11207.324
0.0,11201.349
0.0,11195.376
0.0,11189.407
0.0,11183.439
0.0,11177.474
0.0,11171.516
0.0,11165.562
0.0,11159.6045
0.0,11153.653
0.0,11147.707
0.0,11141.76
0.0,11135.818
0.0,11129.882
0.0,11123.949
0.0,11118.014
0.0,11112.085
0.0,11106.16
0.0,11100.238
0.0,11094.321
0.0,11088.403
0.0,11082.488
0.0,11076.58
0.0,11070.677
0.0,11064.771
0.0,11058.87
0.0,11052.977
0.0,11047.079
0.0,11041.1875
0.0,11035.302
0.0,11029.417
0.0,11023.536
0.0,11017.656
0.0,11011.779
0.0,11005.91
0.0,11000.045
0.0,10994.179
0.0,10988.3125
0.0,10982.448
0.0,10976.596
0.0,10970.74
0.0,10964.894
0.0,10959.042
0.0,10953.2
0.0,10947.357
0.0,10941.5205
0.0,10935.688
0.0,10929.857
0.0,10924.025
0.0,10918.197
0.0,10912.376
0.0,10906.558
0.0,10900.741
0.0,10894.927
0.0,10889.117
0.0,10883.311
0.0,10877.505
0.0,10871.708
0.0,10865.908
0.0,10860.114
0.0,10854.319
0.0,10848.532
0.0,10842.751
0.0,10836.962
0.0,10831.184
0.0,10825.407
0.0,10819.638
0.0,10813.868
0.0,10808.101
0.0,10802.338
0.0,10796.572
0.0,10790.818
0.0,10785.059
0.0,10779.311
0.0,10773.5625
0.0,10767.813
0.0,10762.075
0.0,10756.332
0.0,10750.596
0.0,10744.861
0.0,10739.131
0.0,10733.405
0.0,10727.68
0.0,10721.962
0.0,10716.239
0.0,10710.526
0.0,10704.818
0.0,10699.108
0.0,10693.399
0.0,10687.696
0.0,10681.997
0.0,10676.301
0.0,10670.605
0.0,10664.916
0.0,10659.226
0.0,10653.542
0.0,10647.861
0.0,10642.181
0.0,10636.504
0.0,10630.83
0.0,10625.164
0.0,10619.495
0.0,10613.831
0.0,10608.171
0.0,10602.51
0.0,10596.857
0.0,10591.207
0.0,10585.559
0.0,10579.914
0.0,10574.271
0.0,10568.63
0.0,10562.997
0.0,10557.362
0.0,10551.729
0.0,10546.101
0.0,10540.478
0.0,10534.857
0.0,10529.234
0.0,10523.621
0.0,10518.006
0.0,10512.397
0.0,10506.788
0.0,10501.186
0.0,10495.583
0.0,10489.985
0.0,10484.394
0.0,10478.799
0.0,10473.211
0.0,10467.626
0.0,10462.039
0.0,10456.463
0.0,10450.887
0.0,10445.31
0.0,10439.737
0.0,10434.168
0.0,10428.606
0.0,10423.045
0.0,10417.483
0.0,10411.924
0.0,10406.372
0.0,10400.821
0.0,10395.278
0.0,10389.731
0.0,10384.189
0.0,10378.654
0.0,10373.117
0.0,10367.583
0.0,10362.052
0.0,10356.524
0.0,10350.998
0.0,10345.4795
0.0,10339.958
0.0,10334.444
0.0,10328.933
0.0,10323.425
0.0,10317.913
0.0,10312.413
0.0,10306.914
0.0,10301.412
0.0,10295.921
0.0,10290.431
0.0,10284.939
0.0,10279.457
0.0,10273.967
0.0,10268.491
0.0,10263.014
0.0,10257.538
0.0,10252.065
0.0,10246.601
0.0,10241.131
0.0,10235.669
0.0,10230.211
0.0,10224.751
0.0,10219.303
0.0,10213.85
0.0,10208.4
0.0,10202.953
0.0,10197.513
0.0,10192.072
0.0,10186.637
0.0,10181.202
0.0,10175.772
0.0,10170.345
0.0,10164.917
0.0,10159.496
0.0,10154.075
0.0,10148.66
0.0,10143.246
0.0,10137.835
0.0,10132.425
0.0,10127.022
0.0,10121.622
0.0,10116.222
0.0,10110.826
0.0,10105.429
0.0,10100.038
0.0,10094.65
0.0,10089.268
0.0,10083.886
0.0,10078.503
0.0,10073.129
0.0,10067.755
0.0,10062.387
0.0,10057.017
0.0,10051.65
0.0,10046.291
0.0,10040.93
0.0,10035.575
0.0,10030.222
0.0,10024.872
0.0,10019.525
0.0,10014.178
0.0,10008.838
0.0,10003.498
0.0,9998.16
0.0,9992.823
0.0,9987.493
0.0,9982.167
0.0,9976.843
0.0,9971.518
0.0,9966.201
0.0,9960.884
0.0,9955.565
0.0,9950.259
0.0,9944.947
0.0,9939.646
0.0,9934.343
0.0,9929.043
0.0,9923.743
0.0,9918.448
0.0,9913.159
0.0,9907.872
0.0,9902.587
0.0,9897.3
0.0,9892.0205
0.0,9886.744
0.0,9881.473
0.0,9876.201
0.0,9870.928
0.0,9865.663
0.0,9860.402
0.0,9855.142
0.0,9849.886
0.0,9844.63
0.0,9839.376
0.0,9834.124
0.0,9828.88
0.0,9823.638
0.0,9818.395
0.0,9813.156
0.0,9807.925
0.0,9802.688
0.0,9797.459
0.0,9792.23
0.0,9787.008
0.0,9781.789
0.0,9776.565
0.0,9771.353
0.0,9766.139
0.0,9760.926
0.0,9755.721
0.0,9750.518
0.0,9745.314
0.0,9740.117
0.0,9734.918
0.0,9729.722
0.0,9724.533
0.0,9719.345
0.0,9714.159
0.0,9708.977
0.0,9703.797
0.0,9698.621
0.0,9693.443
0.0,9688.272
0.0,9683.105
0.0,9677.941
0.0,9672.773
0.0,9667.613
0.0,9662.451
0.0,9657.298
0.0,9652.149
0.0,9646.998
0.0,9641.85
0.0,9636.705
0.0,9631.565
0.0,9626.425
0.0,9621.29
0.0,9616.158
0.0,9611.023
0.0,9605.898
0.0,9600.7705
0.0,9595.653
0.0,9590.532
0.0,9585.41
0.0,9580.299
0.0,9575.187
0.0,9570.078
0.0,9564.976
0.0,9559.867
0.0,9554.77
0.0,9549.672
0.0,9544.573
0.0,9539.482
0.0,9534.388
0.0,9529.308
0.0,9524.222
0.0,9519.138
0.0,9514.058
0.0,9508.98
0.0,9503.908
0.0,9498.835
0.0,9493.7705
0.0,9488.705
0.0,9483.641
0.0,9478.584
0.0,9473.522
0.0,9468.469
0.0,9463.417
0.0,9458.366
0.0,9453.32
0.0,9448.275
0.0,9443.234
0.0,9438.198
0.0,9433.159
0.0,9428.126
0.0,9423.095
0.0,9418.069
0.0,9413.045
0.0,9408.02
0.0,9403.001
0.0,9397.982
0.0,9392.967
0.0,9387.957
0.0,9382.945
0.0,9377.9375
0.0,9372.934
0.0,9367.937
0.0,9362.935
0.0,9357.9375
0.0,9352.943
0.0,9347.951
0.0,9342.967
0.0,9337.981
0.0,9333.0
0.0,9328.016
0.0,9323.04
0.0,9318.068
0.0,9313.092
0.0,9308.126
0.0,9303.156
0.0,9298.193
0.0,9293.23
0.0,9288.273
0.0,9283.315
0.0,9278.361
0.0,9273.409
0.0,9268.464
0.0,9263.515
0.0,9258.571
0.0,9253.633
0.0,9248.694
0.0,9243.758
0.0,9238.824
0.0,9233.895
0.0,9228.97
0.0,9224.045
0.0,9219.12
0.0,9214.2
0.0,9209.285
0.0,9204.371
0.0,9199.459
0.0,9194.546
0.0,9189.643
0.0,9184.738
0.0,9179.837
0.0,9174.9375
0.0,9170.04
0.0,9165.148
0.0,9160.256
0.0,9155.367
0.0,9150.482
0.0,9145.6
0.0,9140.72
0.0,9135.844
0.0,9130.968
0.0,9126.096
0.0,9121.225
0.0,9116.356
0.0,9111.49
0.0,9106.628
0.0,9101.769
0.0,9096.912
0.0,9092.056
0.0,9087.207
0.0,9082.3545
0.0,9077.508
0.0,9072.665
0.0,9067.821
0.0,9062.982
0.0,9058.142
0.0,9053.3125
0.0,9048.482
0.0,9043.653
0.0,9038.824
0.0,9034.002
0.0,9029.183
0.0,9024.365
0.0,9019.543
0.0,9014.731
0.0,9009.918
0.0,9005.113
0.0,9000.308
0.0,8995.5
0.0,8990.703
0.0,8985.9
0.0,8981.109
0.0,8976.316
0.0,8971.524
0.0,8966.735
0.0,8961.949
0.0,8957.168
0.0,8952.387
0.0,8947.61
0.0,8942.834
0.0,8938.0625
0.0,8933.29
0.0,8928.524
0.0,8923.76
0.0,8918.997
0.0,8914.236
0.0,8909.478
0.0,8904.725
0.0,8899.969
0.0,8895.22
0.0,8890.471
0.0,8885.728
0.0,8880.985
0.0,8876.247
0.0,8871.51
0.0,8866.771
0.0,8862.039
0.0,8857.311
0.0,8852.581
0.0,8847.858
0.0,8843.13
0.0,8838.418
0.0,8833.7
0.0,8828.986
0.0,8824.271
0.0,8819.56
0.0,8814.858
0.0,8810.149
0.0,8805.449
0.0,8800.746
0.0,8796.051
0.0,8791.357
0.0,8786.667
0.0,8781.978
0.0,8777.286
0.0,8772.603
0.0,8767.921
0.0,8763.241
0.0,8758.562
0.0,8753.887
0.0,8749.214
0.0,8744.549
0.0,8739.878
0.0,8735.211
0.0,8730.551
0.0,8725.891
0.0,8721.237
0.0,8716.578
0.0,8711.924
0.0,8707.275
0.0,8702.627
0.0,8697.984
0.0,8693.338
0.0,8688.7
0.0,8684.062
0.0,8679.428
0.0,8674.794
0.0,8670.164
0.0,8665.535
0.0,8660.909
0.0,8656.29
0.0,8651.667
0.0,8647.05
0.0,8642.435
0.0,8637.82
0.0,8633.209
0.0,8628.604
0.0,8623.997
0.0,8619.392
0.0,8614.791
0.0,8610.192
0.0,8605.599
0.0,8601.003
0.0,8596.412
0.0,8591.823
0.0,8587.236
0.0,8582.653
0.0,8578.073
0.0,8573.495
0.0,8568.916
0.0,8564.342
0.0,8559.773
0.0,8555.205
0.0,8550.638
0.0,8546.069
0.0,8541.508
0.0,8536.948
0.0,8532.394
0.0,8527.838
0.0,8523.287
0.0,8518.737
0.0,8514.191
0.0,8509.641
0.0,8505.104
0.0,8500.562
0.0,8496.025
0.0,8491.49
0.0,8486.952
0.0,8482.424
0.0,8477.895
0.0,8473.37
0.0,8468.849
0.0,8464.327
0.0,8459.812
0.0,8455.295
0.0,8450.779
0.0,8446.267
0.0,8441.763
0.0,8437.255
0.0,8432.75
0.0,8428.246
0.0,8423.749
0.0,8419.249
0.0,8414.757
0.0,8410.265
0.0,8405.775
0.0,8401.289
0.0,8396.803
0.0,8392.322
0.0,8387.84
0.0,8383.361
0.0,8378.885
0.0,8374.416
0.0,8369.946
0.0,8365.478
0.0,8361.007
0.0,8356.546
0.0,8352.085
0.0,8347.628
0.0,8343.168
0.0,8338.717
0.0,8334.265
0.0,8329.818
0.0,8325.368
0.0,8320.925
0.0,8316.483
0.0,8312.041
0.0,8307.6045
0.0,8303.168
0.0,8298.734
0.0,8294.304
0.0,8289.88
0.0,8285.454
0.0,8281.03
0.0,8276.606
0.0,8272.1875
0.0,8267.774
0.0,8263.359
0.0,8258.947
0.0,8254.539
0.0,8250.132
0.0,8245.728
0.0,8241.323
0.0,8236.927
0.0,8232.524
0.0,8228.133
0.0,8223.74
0.0,8219.353
0.0,8214.964
0.0,8210.576
0.0,8206.191
0.0,8201.8125
0.0,8197.436
0.0,8193.058
0.0,8188.68
0.0,8184.305
0.0,8179.9385
0.0,8175.5737
0.0,8171.2114
0.0,8166.8433
0.0,8162.4814
0.0,8158.1274
0.0,8153.7715
0.0,8149.4194
0.0,8145.066
0.0,8140.715
0.0,8136.371
0.0,8132.027
0.0,8127.687
0.0,8123.345
0.0,8119.0107
0.0,8114.675
0.0,8110.341
0.0,8106.013
0.0,8101.6855
0.0,8097.3604
0.0,8093.035
0.0,8088.717
0.0,8084.3975
0.0,8080.08
0.0,8075.7617
0.0,8071.456
0.0,8067.1436
0.0,8062.8384
0.0,8058.532
0.0,8054.229
0.0,8049.932
0.0,8045.6284
0.0,8041.334
0.0,8037.043
0.0,8032.751
0.0,8028.462
0.0,8024.174
0.0,8019.8887
0.0,8015.607
0.0,8011.3276
0.0,8007.053
0.0,8002.7754
0.0,7998.5005
0.0,7994.229
0.0,7989.964
0.0,7985.699
0.0,7981.433
0.0,7977.1704
0.0,7972.911
0.0,7968.6553
0.0,7964.402
0.0,7960.1465
0.0,7955.897
0.0,7951.6484
0.0,7947.404
0.0,7943.161
0.0,7938.921
0.0,7934.6816
0.0,7930.4434
0.0,7926.21
0.0,7921.976
0.0,7917.744
0.0,7913.5195
0.0,7909.2915
0.0,7905.0684
0.0,7900.8477
0.0,7896.627
0.0,7892.4126
0.0,7888.196
0.0,7883.987
0.0,7879.777
0.0,7875.5674
0.0,7871.3643
0.0,7867.159
0.0,7862.9604
0.0,7858.7617
0.0,7854.5654
0.0,7850.3716
0.0,7846.1772
0.0,7841.991
0.0,7837.8013
0.0,7833.615
0.0,7829.431
0.0,7825.253
0.0,7821.0737
0.0,7816.8984
0.0,7812.7246
0.0,7808.55
0.0,7804.383
0.0,7800.216
0.0,7796.0474
0.0,7791.8853
0.0,7787.7236
0.0,7783.5635
0.0,7779.407
0.0,7775.257
0.0,7771.101
0.0,7766.9565
0.0,7762.8057
0.0,7758.6606
0.0,7754.5146
0.0,7750.3755
0.0,7746.2393
0.0,7742.1035
0.0,7737.966
0.0,7733.833
0.0,7729.7046
0.0,7725.581
0.0,7721.454
0.0,7717.3267
0.0,7713.2065
0.0,7709.088
0.0,7704.971
0.0,7700.857
0.0,7696.742
0.0,7692.632
0.0,7688.5254
0.0,7684.4175
0.0,7680.32
0.0,7676.2173
0.0,7672.114
0.0,7668.0166
0.0,7663.927
0.0,7659.83
0.0,7655.7407
0.0,7651.6494
0.0,7647.565
0.0,7643.4795
0.0,7639.3965
0.0,7635.3174
0.0,7631.2407
0.0,7627.1655
0.0,7623.0894
0.0,7619.0195
0.0,7614.951
0.0,7610.8833
0.0,7606.823
0.0,7602.7563
0.0,7598.702
0.0,7594.6406
0.0,7590.5835
0.0,7586.532
0.0,7582.478
0.0,7578.4297
0.0,7574.3813
0.0,7570.335
0.0,7566.295
0.0,7562.252
0.0,7558.214
0.0,7554.179
0.0,7550.148
0.0,7546.113
0.0,7542.082
0.0,7538.055
0.0,7534.028
0.0,7530.003
0.0,7525.9834
0.0,7521.963
0.0,7517.9453
0.0,7513.9272
0.0,7509.917
0.0,7505.9087
0.0,7501.897
0.0,7497.892
0.0,7493.886
0.0,7489.884
0.0,7485.8857
0.0,7481.8853
0.0,7477.89
0.0,7473.894
0.0,7469.902
0.0,7465.9155
0.0,7461.9287
0.0,7457.939
0.0,7453.959
0.0,7449.9805
0.0,7445.9976
0.0,7442.023
0.0,7438.048
0.0,7434.0776
0.0,7430.1035
0.0,7426.134
0.0,7422.1714
0.0,7418.207
0.0,7414.2437
0.0,7410.2817
0.0,7406.3237
0.0,7402.3696
0.0,7398.4185
0.0,7394.4653
0.0,7390.5146
0.0,7386.563
0.0,7382.621
0.0,7378.6787
0.0,7374.7373
0.0,7370.801
0.0,7366.86
0.0,7362.9287
0.0,7358.9956
0.0,7355.0645
0.0,7351.134
0.0,7347.204
0.0,7343.286
0.0,7339.3613
0.0,7335.444
0.0,7331.524
0.0,7327.6055
0.0,7323.694
0.0,7319.7827
0.0,7315.874
0.0,7311.964
0.0,7308.06
0.0,7304.1553
0.0,7300.2554
0.0,7296.352
0.0,7292.4585
0.0,7288.5654
0.0,7284.6714
0.0,7280.7773
0.0,7276.8887
0.0,7273.002
0.0,7269.116
0.0,7265.238
0.0,7261.353
0.0,7257.474
0.0,7253.599
0.0,7249.724
0.0,7245.8525
0.0,7241.9834
0.0,7238.115
0.0,7234.248
0.0,7230.3843
0.0,7226.5215
0.0,7222.66
0.0,7218.801
0.0,7214.945
0.0,7211.094
0.0,7207.24
0.0,7203.3906
0.0,7199.542
0.0,7195.6978
0.0,7191.8525
0.0,7188.0146
0.0,7184.1733
0.0,7180.331
0.0,7176.524
0.0,7172.742
0.0,7168.968
0.0,7165.191
0.0,7161.417
0.0,7157.6475
0.0,7153.878
0.0,7150.1133
0.0,7146.345
0.0,7142.5806
0.0,7138.897
0.0,7135.222
0.0,7131.5435
0.0,7127.8696
0.0,7124.1987
0.0,7120.527
0.0,7116.8613
0.0,7113.195
0.0,7109.53
0.0,7105.865
0.0,7102.2075
0.0,7098.5483
0.0,7094.8936
0.0,7091.2314
0.0,7087.5806
0.0,7083.9307
0.0,7080.282
0.0,7076.6343
0.0,7072.9897
0.0,7069.349
0.0,7065.7017
0.0,7062.0674
0.0,7058.4287
0.0,7054.7876
0.0,7051.1543
0.0,7047.522
0.0,7043.89
0.0,7040.2627
0.0,7036.6323
0.0,7033.0107
0.0,7029.3887
0.0,7025.768
0.0,7022.1465
0.0,7018.5293
0.0,7014.914
0.0,7011.299
0.0,7007.6846
0.0,7004.0776
0.0,7000.4673
0.0,6996.8623
0.0,6993.2593
0.0,6989.6577
0.0,6986.0537
0.0,6982.4546
0.0,6978.859
0.0,6975.2666
0.0,6971.6694
0.0,6968.077
0.0,6964.4907
0.0,6960.9014
0.0,6957.315
0.0,6953.7324
0.0,6950.1494
0.0,6946.568
0.0,6942.9917
0.0,6939.412
0.0,6935.8384
0.0,6932.2637
0.0,6928.696
0.0,6925.123
0.0,6921.555
0.0,6917.9927
0.0,6914.427
0.0,6910.8623
0.0,6907.3027
0.0,6903.7456
0.0,6900.1895
0.0,6896.6353
0.0,6893.0796
0.0,6889.529
0.0,6885.9785
0.0,6882.4326
0.0,6878.887
0.0,6875.344
0.0,6871.804
0.0,6868.263
0.0,6864.724
0.0,6861.1865
0.0,6857.654
0.0,6854.118
0.0,6850.5884
0.0,6847.061
0.0,6843.5317
0.0,6840.0054
0.0,6836.478
0.0,6832.966
0.0,6829.4404
0.0,6825.9224
0.0,6822.4014
0.0,6818.888
0.0,6815.3784
0.0,6811.8677
0.0,6808.358
0.0,6804.8477
0.0,6801.3423
0.0,6797.8403
0.0,6794.337
0.0,6790.8364
0.0,6787.34
0.0,6783.8413
0.0,6780.345
0.0,6776.854
0.0,6773.362
0.0,6769.874
0.0,6766.3857
0.0,6762.899
0.0,6759.414
0.0,6755.936
0.0,6752.4536
0.0,6748.972
0.0,6745.498
0.0,6742.021
0.0,6738.551
0.0,6735.076
0.0,6731.608
0.0,6728.138
0.0,6724.675
0.0,6721.2085
0.0,6717.744
0.0,6714.287
0.0,6710.8257
0.0,6707.368
0.0,6703.9136
0.0,6700.46
0.0,6697.0073
0.0,6693.558
0.0,6690.109
0.0,6686.662
0.0,6683.213
0.0,6679.772
0.0,6676.333
0.0,6672.893
0.0,6669.456
0.0,6666.019
0.0,6662.586
0.0,6659.153
0.0,6655.7207
0.0,6652.296
0.0,6648.8647
0.0,6645.4404
0.0,6642.016
0.0,6638.596
0.0,6635.1753
0.0,6631.758
0.0,6628.3413
0.0,6624.9277
0.0,6621.5107
0.0,6618.102
0.0,6614.693
0.0,6611.284
0.0,6607.875
0.0,6604.472
0.0,6601.068
0.0,6597.67
0.0,6594.27
0.0,6590.872
0.0,6587.478
0.0,6584.082
0.0,6580.6885
0.0,6577.3022
0.0,6573.9126
0.0,6570.528
0.0,6567.1396
0.0,6563.7573
0.0,6560.377
0.0,6556.9966
0.0,6553.6216
0.0,6550.24
0.0,6546.865
0.0,6543.497
0.0,6540.122
0.0,6536.7554
0.0,6533.3833
0.0,6530.0176
0.0,6526.6562
0.0,6523.2915
0.0,6519.9307
0.0,6516.572
0.0,6513.214
0.0,6509.8594
0.0,6506.506
0.0,6503.152
0.0,6499.805
0.0,6496.4536
0.0,6493.108
0.0,6489.7607
0.0,6486.419
0.0,6483.0757
0.0,6479.7383
0.0,6476.3994
0.0,6473.0615
0.0,6469.7266
0.0,6466.3936
0.0,6463.064
0.0,6459.732
0.0,6456.4053
0.0,6453.0786
0.0,6449.7544
0.0,6446.4316
0.0,6443.1113
0.0,6439.7905
0.0,6436.474
0.0,6433.1587
0.0,6429.8433
0.0,6426.5303
0.0,6423.2183
0.0,6419.9097
0.0,6416.6035
0.0,6413.295
0.0,6409.9937
0.0,6406.688
0.0,6403.3926
0.0,6400.0874
0.0,6396.791
0.0,6393.495
0.0,6390.2026
0.0,6386.9077
0.0,6383.6187
0.0,6380.331
0.0,6377.0425
0.0,6373.7593
0.0,6370.473
0.0,6367.1914
0.0,6363.91
0.0,6360.634
0.0,6357.3564
0.0,6354.0796
0.0,6350.805
0.0,6347.5366
0.0,6344.262
0.0,6340.995
0.0,6337.729
0.0,6334.468
0.0,6331.2017
0.0,6327.9365
0.0,6324.676
0.0,6321.42
0.0,6318.1626
0.0,6314.9067
0.0,6311.653
0.0,6308.4033
0.0,6305.153
0.0,6301.903
0.0,6298.657
0.0,6295.412
0.0,6292.165
0.0,6288.926
0.0,6285.688
0.0,6282.4443
0.0,6279.211
0.0,6275.9736
0.0,6272.7417
0.0,6269.5107
0.0,6266.2783
0.0,6263.0483
0.0,6259.8228
0.0,6256.6
0.0,6253.3774
0.0,6250.1504
0.0,6246.9346
0.0,6243.7153
0.0,6240.4995
0.0,6237.2847
0.0,6234.066
0.0,6230.8613
0.0,6227.6514
0.0,6224.4404
0.0,6221.2344
0.0,6218.0254
0.0,6214.825
0.0,6211.6226
0.0,6208.4204
0.0,6205.222
0.0,6202.023
0.0,6198.8267
0.0,6195.6367
0.0,6192.446
0.0,6189.255
0.0,6186.0635
0.0,6182.876
0.0,6179.695
0.0,6176.5073
0.0,6173.328
0.0,6170.1436
0.0,6166.966
0.0,6163.7886
0.0,6160.616
0.0,6157.4395
0.0,6154.267
0.0,6151.095
0.0,6147.928
0.0,6144.7593
0.0,6141.5933
0.0,6138.4277
0.0,6135.2646
0.0,6132.104
0.0,6128.9473
0.0,6125.7876
0.0,6122.632
0.0,6119.4775
0.0,6116.325
0.0,6113.174
0.0,6110.023
0.0,6106.8735
0.0,6103.73
0.0,6100.5845
0.0,6097.4404
0.0,6094.3
0.0,6091.157
0.0,6088.0195
0.0,6084.8857
0.0,6081.749
0.0,6078.615
0.0,6075.483
0.0,6072.354
0.0,6069.224
0.0,6066.097
0.0,6062.972
0.0,6059.848
0.0,6056.7256
0.0,6053.6055
0.0,6050.489
0.0,6047.3687
0.0,6044.2544
0.0,6041.1377
0.0,6038.0283
0.0,6034.915
0.0,6031.8086
0.0,6028.6943
0.0,6025.592
0.0,6022.487
0.0,6019.386
0.0,6016.2812
0.0,6013.184
0.0,6010.0864
0.0,6006.9893
0.0,6003.894
0.0,6000.799
0.0,5997.708
0.0,5994.618
0.0,5991.53
0.0,5988.4443
0.0,5985.3555
0.0,5982.274
0.0,5979.1895
0.0,5976.1113
0.0,5973.034
0.0,5969.953
0.0,5966.8794
0.0,5963.806
0.0,5960.7275
0.0,5957.661
0.0,5954.5903
0.0,5951.522
0.0,5948.4546
0.0,5945.3906
0.0,5942.33
0.0,5939.2656
0.0,5936.206
0.0,5933.147
0.0,5930.0884
0.0,5927.0337
0.0,5923.981
0.0,5920.9277
0.0,5917.8774
0.0,5914.829
0.0,5911.7812
0.0,5908.7334
0.0,5905.6904
0.0,5902.648
0.0,5899.606
0.0,5896.567
0.0,5893.528
0.0,5890.491
0.0,5887.4556
0.0,5884.4233
0.0,5881.3896
0.0,5878.3623
0.0,5875.3325
0.0,5872.304
0.0,5869.2793
0.0,5866.2554
0.0,5863.234
0.0,5860.211
0.0,5857.191
0.0,5854.1753
0.0,5851.1577
0.0,5848.1416
0.0,5845.1304
0.0,5842.1206
0.0,5839.1084
0.0,5836.098
0.0,5833.092
0.0,5830.0884
0.0,5827.0845
0.0,5824.0786
0.0,5821.079
0.0,5818.081
0.0,5815.084
0.0,5812.0854
0.0,5809.0938
0.0,5806.0986
0.0,5803.1074
0.0,5800.117
0.0,5797.132
0.0,5794.1426
0.0,5791.156
0.0,5788.1743
0.0,5785.187
0.0,5782.2095
0.0,5779.2314
0.0,5776.2524
0.0,5773.2764
0.0,5770.2983
0.0,5767.327
0.0,5764.3574
0.0,5761.386
0.0,5758.419
0.0,5755.448
0.0,5752.4854
0.0,5749.52
0.0,5746.5586
0.0,5743.601
0.0,5740.6377
0.0,5737.68
0.0,5734.726
0.0,5731.771
0.0,5728.8154
0.0,5725.8633
0.0,5722.9136
0.0,5719.9653
0.0,5717.018
0.0,5714.069
0.0,5711.1265
0.0,5708.1865
0.0,5705.244
0.0,5702.302
0.0,5699.366
0.0,5696.431
0.0,5693.4956
0.0,5690.5596
0.0,5687.626
0.0,5684.6973
0.0,5681.769
0.0,5678.841
0.0,5675.9175
0.0,5672.991
0.0,5670.0664
0.0,5667.1455
0.0,5664.227
0.0,5661.307
0.0,5658.3906
0.0,5655.4766
0.0,5652.56
0.0,5649.6465
0.0,5646.739
0.0,5643.8306
0.0,5640.9214
0.0,5638.013
0.0,5635.107
0.0,5632.2056
0.0,5629.303
0.0,5626.401
0.0,5623.501
0.0,5620.605
0.0,5617.709
0.0,5614.816
0.0,5611.922
0.0,5609.028
0.0,5606.137
0.0,5603.2515
0.0,5600.364
0.0,5597.477
0.0,5594.5957
0.0,5591.712
0.0,5588.829
0.0,5585.9487
0.0,5583.071
0.0,5580.199
0.0,5577.3223
0.0,5574.447
0.0,5571.5757
0.0,5568.701
0.0,5565.835
0.0,5562.968
0.0,5560.099
0.0,5557.2334
0.0,5554.3716
0.0,5551.5083
0.0,5548.6475
0.0,5545.7886
0.0,5542.933
0.0,5540.074
0.0,5537.221
0.0,5534.3657
0.0,5531.516
0.0,5528.667
0.0,5525.8193
0.0,5522.9688
0.0,5520.1226
0.0,5517.2764
0.0,5514.4375
0.0,5511.5938
0.0,5508.756
0.0,5505.917
0.0,5503.081
0.0,5500.2437
0.0,5497.4106
0.0,5494.5747
0.0,5491.746
0.0,5488.918
0.0,5486.0874
0.0,5483.261
0.0,5480.435
0.0,5477.6123
0.0,5474.789
0.0,5471.9673
0.0,5469.1484
0.0,5466.3315
0.0,5463.515
0.0,5460.6978
0.0,5457.885
0.0,5455.0728
0.0,5452.261
0.0,5449.451
0.0,5446.643
0.0,5443.8364
0.0,5441.0317
0.0,5438.227
0.0,5435.4253
0.0,5432.628
0.0,5429.8237
0.0,5427.0317
0.0,5424.2314
0.0,5421.4355
0.0,5418.646
0.0,5415.8525
0.0,5413.061
0.0,5410.2725
0.0,5407.4844
0.0,5404.6973
0.0,5401.915
0.0,5399.13
0.0,5396.3555
0.0,5393.6157
0.0,5390.876
0.0,5388.139
0.0,5385.4033
0.0,5382.6675
0.0,5379.932
0.0,5377.2036
0.0,5374.473
0.0,5371.7427
0.0,5369.015
0.0,5366.2896
0.0,5363.563
0.0,5360.8384
0.0,5358.1187
0.0,5355.397
0.0,5352.6787
0.0,5349.961
0.0,5347.2427
0.0,5344.5283
0.0,5341.8115
0.0,5339.0996
0.0,5336.391
0.0,5333.6816
0.0,5330.9717
0.0,5328.263
0.0,5325.557
0.0,5322.8564
0.0,5320.1523
0.0,5317.4487
0.0,5314.75
0.0,5312.0527
0.0,5309.355
0.0,5306.657
0.0,5303.963
0.0,5301.271
0.0,5298.578
0.0,5295.8877
0.0,5293.1987
0.0,5290.5107
0.0,5287.8237
0.0,5285.143
0.0,5282.455
0.0,5279.771
0.0,5277.092
0.0,5274.4087
0.0,5271.7354
0.0,5269.0557
0.0,5266.3804
0.0,5263.706
0.0,5261.0347
0.0,5258.3613
0.0,5255.694
0.0,5253.026
0.0,5250.3564
0.0,5247.6924
0.0,5245.028
0.0,5242.362
0.0,5239.703
0.0,5237.04
0.0,5234.3833
0.0,5231.722
0.0,5229.072
0.0,5226.428
0.0,5223.7847
0.0,5221.143
0.0,5218.505
0.0,5215.8613
0.0,5213.227
0.0,5210.5884
0.0,5207.9536
0.0,5205.321
0.0,5202.687
0.0,5200.056
0.0,5197.426
0.0,5194.798
0.0,5192.171
0.0,5189.545
0.0,5186.92
0.0,5184.2983
0.0,5181.675
0.0,5179.053
