Power (W),SOH (%)
0.0,26843.182
0.0,26821.39
0.0,26799.62
0.0,26777.865
0.0,26756.117
0.0,26734.389
0.0,26712.674
0.0,26690.977
0.0,26669.295
0.0,26647.627
0.0,26625.973
0.0,26604.334
0.0,26582.709
0.0,26561.1
0.0,26539.508
0.0,26517.926
0.0,26496.365
0.0,26474.82
0.0,26453.287
0.0,26431.766
0.0,26410.268
0.0,26388.775
0.0,26367.297
0.0,26345.838
0.0,26324.389
0.0,26302.963
0.0,26281.555
0.0,26260.148
0.0,26238.766
0.0,26217.393
0.0,26196.04
0.0,26174.703
0.0,26153.371
0.0,26132.06
0.0,26110.758
0.0,26089.484
0.0,26068.217
0.0,26046.965
0.0,26025.727
0.0,26004.504
0.0,25983.297
0.0,25962.105
0.0,25940.934
0.0,25919.762
0.0,25898.613
0.0,25877.477
0.0,25856.355
0.0,25835.25
0.0,25814.164
0.0,25793.086
0.0,25772.023
0.0,25750.979
0.0,25729.945
0.0,25708.924
0.0,25687.926
0.0,25666.934
0.0,25645.967
0.0,25625.006
0.0,25604.059
0.0,25583.13
0.0,25562.213
0.0,25541.314
0.0,25520.432
0.0,25499.555
0.0,25478.7
0.0,25457.855
0.0,25437.027
0.0,25416.215
0.0,25395.414
0.0,25374.625
0.0,25353.855
0.0,25333.1
0.0,25312.36
0.0,25295.305
0.0,25279.393
0.0,25263.486
0.0,25247.598
0.0,25231.717
0.0,25215.846
0.0,25199.98
0.0,25184.125
0.0,25168.275
0.0,25152.44
0.0,25136.615
0.0,25120.799
0.0,25104.992
0.0,25089.195
0.0,25073.412
0.0,25057.635
0.0,25041.867
0.0,25026.102
0.0,25011.371
0.0,24997.477
0.0,24983.598
0.0,24969.725
0.0,24955.86
0.0,24942.0
0.0,24928.143
0.0,24914.3
0.0,24900.463
0.0,24886.637
0.0,24872.82
0.0,24859.002
0.0,24845.197
0.0,24831.402
0.0,24817.604
0.0,24803.82
0.0,24790.047
0.0,24776.28
0.0,24762.518
0.0,24748.766
0.0,24735.023
0.0,24721.28
0.0,24707.553
0.0,24693.824
0.0,24680.113
0.0,24666.408
0.0,24652.703
0.0,24639.012
0.0,24625.33
0.0,24611.65
0.0,24597.975
0.0,24584.316
0.0,24570.662
0.0,24557.012
0.0,24543.373
0.0,24529.744
0.0,24516.115
0.0,24502.498
0.0,24488.893
0.0,24475.287
0.0,24461.691
0.0,24448.104
0.0,24434.525
0.0,24420.951
0.0,24407.38
0.0,24393.82
0.0,24380.271
0.0,24366.734
0.0,24353.2
0.0,24339.668
0.0,24326.145
0.0,24312.639
0.0,24299.129
0.0,24285.63
0.0,24272.143
0.0,24258.658
0.0,24245.184
0.0,24231.715
0.0,24218.562
0.0,24205.63
0.0,24192.703
0.0,24179.787
0.0,24166.873
0.0,24153.975
0.0,24141.07
0.0,24128.182
0.0,24115.295
0.0,24102.416
0.0,24089.55
0.0,24076.684
0.0,24063.824
0.0,24050.98
0.0,24038.135
0.0,24025.293
0.0,24012.467
0.0,23999.646
0.0,23986.832
0.0,23974.018
0.0,23961.213
0.0,23948.418
0.0,23935.633
0.0,23922.855
0.0,23910.072
0.0,23897.307
0.0,23884.549
0.0,23871.793
0.0,23859.047
0.0,23846.303
0.0,23833.57
0.0,23820.84
0.0,23808.115
0.0,23795.404
0.0,23782.697
0.0,23769.994
0.0,23757.299
0.0,23744.617
0.0,23731.936
0.0,23719.264
0.0,23706.596
0.0,23693.932
0.0,23681.283
0.0,23668.63
0.0,23655.96
0.0,23643.281
0.0,23630.605
0.0,23617.938
0.0,23605.281
0.0,23592.621
0.0,23579.982
0.0,23567.336
0.0,23554.701
0.0,23542.074
0.0,23529.45
0.0,23516.84
0.0,23504.232
0.0,23491.633
0.0,23479.04
0.0,23466.451
0.0,23453.875
0.0,23441.299
0.0,23428.732
0.0,23416.172
0.0,23403.62
0.0,23391.068
0.0,23378.53
0.0,23365.998
0.0,23353.47
0.0,23340.953
0.0,23328.441
0.0,23315.934
0.0,23303.432
0.0,23290.938
0.0,23278.453
0.0,23265.975
0.0,23253.496
0.0,23241.031
0.0,23228.57
0.0,23216.123
0.0,23203.676
0.0,23191.236
0.0,23178.803
0.0,23166.371
0.0,23153.953
0.0,23141.541
0.0,23129.135
0.0,23116.73
0.0,23104.34
0.0,23091.953
0.0,23079.57
0.0,23067.197
0.0,23054.832
0.0,23042.475
0.0,23030.12
0.0,23017.771
0.0,23005.43
0.0,22993.096
0.0,22980.773
0.0,22968.447
0.0,22956.13
0.0,22943.824
0.0,22931.523
0.0,22919.229
0.0,22906.94
0.0,22894.656
0.0,22882.387
0.0,22870.115
0.0,22857.86
0.0,22845.602
0.0,22833.348
0.0,22821.11
0.0,22808.87
0.0,22796.646
0.0,22784.42
0.0,22772.201
0.0,22759.99
0.0,22747.787
0.0,22735.598
0.0,22723.41
0.0,22711.22
0.0,22699.047
0.0,22686.867
0.0,22674.707
0.0,22662.555
0.0,22650.402
0.0,22638.26
0.0,22626.125
0.0,22613.992
0.0,22601.875
0.0,22589.756
0.0,22577.64
0.0,22565.537
0.0,22553.45
0.0,22541.35
0.0,22529.271
0.0,22517.191
0.0,22505.12
0.0,22493.055
0.0,22480.998
0.0,22468.941
0.0,22456.896
0.0,22444.863
0.0,22432.828
0.0,22420.8
0.0,22408.783
0.0,22396.764
0.0,22384.76
0.0,22372.76
0.0,22360.768
0.0,22348.775
0.0,22336.793
0.0,22324.814
0.0,22312.854
0.0,22300.885
0.0,22288.934
0.0,22276.984
0.0,22265.04
0.0,22253.102
0.0,22241.174
0.0,22229.244
0.0,22217.33
0.0,22205.416
0.0,22193.518
0.0,22181.617
0.0,22169.723
0.0,22157.838
0.0,22145.957
0.0,22134.086
0.0,22122.215
0.0,22110.357
0.0,22098.502
0.0,22086.658
0.0,22074.816
0.0,22062.973
0.0,22051.148
0.0,22039.326
0.0,22027.506
0.0,22015.701
0.0,22003.895
0.0,21992.098
0.0,21980.303
0.0,21968.521
0.0,21956.742
0.0,21944.973
0.0,21933.209
0.0,21921.447
0.0,21909.695
0.0,21897.945
0.0,21886.203
0.0,21874.47
0.0,21862.738
0.0,21851.197
0.0,21839.684
0.0,21828.184
0.0,21816.688
0.0,21805.193
0.0,21793.707
0.0,21782.23
0.0,21770.758
0.0,21759.287
0.0,21747.824
0.0,21736.371
0.0,21724.922
0.0,21713.475
0.0,21702.04
0.0,21690.604
0.0,21679.184
0.0,21667.762
0.0,21656.352
0.0,21644.938
0.0,21633.535
0.0,21622.145
0.0,21610.76
0.0,21599.37
0.0,21587.994
0.0,21576.617
0.0,21565.25
0.0,21553.893
0.0,21542.543
0.0,21531.193
0.0,21519.846
0.0,21508.52
0.0,21497.184
0.0,21485.861
0.0,21474.541
0.0,21463.23
0.0,21451.922
0.0,21440.623
0.0,21429.334
0.0,21418.043
0.0,21406.756
0.0,21395.479
0.0,21384.209
0.0,21372.945
0.0,21361.691
0.0,21350.436
0.0,21339.184
0.0,21327.95
0.0,21316.705
0.0,21305.484
0.0,21294.258
0.0,21283.041
0.0,21271.834
0.0,21260.617
0.0,21249.424
0.0,21238.232
0.0,21227.043
0.0,21215.86
0.0,21204.684
0.0,21193.516
0.0,21182.352
0.0,21171.191
0.0,21160.04
0.0,21148.89
0.0,21137.746
0.0,21126.613
0.0,21115.486
0.0,21104.36
0.0,21093.246
0.0,21082.13
0.0,21071.025
0.0,21059.93
0.0,21048.834
0.0,21037.748
0.0,21026.66
0.0,21015.584
0.0,21004.516
0.0,20994.346
0.0,20984.445
0.0,20974.543
0.0,20964.65
0.0,20954.768
0.0,20944.88
0.0,20935.004
0.0,20925.133
0.0,20915.264
0.0,20905.4
0.0,20895.543
0.0,20885.684
0.0,20875.83
0.0,20865.986
0.0,20856.146
0.0,20846.31
0.0,20836.477
0.0,20826.648
0.0,20816.826
0.0,20807.01
0.0,20797.197
0.0,20787.385
0.0,20777.58
0.0,20767.78
0.0,20757.982
0.0,20748.193
0.0,20738.457
0.0,20728.725
0.0,20718.992
0.0,20709.275
0.0,20699.56
0.0,20689.846
0.0,20680.14
0.0,20670.436
0.0,20660.734
0.0,20651.043
0.0,20641.355
0.0,20631.664
0.0,20621.984
0.0,20612.305
0.0,20602.64
0.0,20592.97
0.0,20583.305
0.0,20573.65
0.0,20563.998
0.0,20554.348
0.0,20544.701
0.0,20535.064
0.0,20525.424
0.0,20515.791
0.0,20506.172
0.0,20496.545
0.0,20486.93
0.0,20477.318
0.0,20467.705
0.0,20458.102
0.0,20448.5
0.0,20438.906
0.0,20429.312
0.0,20419.732
0.0,20410.15
0.0,20400.572
0.0,20390.994
0.0,20381.43
0.0,20371.867
0.0,20362.299
0.0,20352.75
0.0,20343.203
0.0,20333.654
0.0,20324.113
0.0,20314.578
0.0,20305.043
0.0,20295.516
0.0,20285.984
0.0,20276.469
0.0,20266.959
0.0,20257.443
0.0,20247.941
0.0,20238.432
0.0,20228.943
0.0,20219.443
0.0,20209.959
0.0,20200.475
0.0,20190.994
0.0,20181.521
0.0,20172.047
0.0,20162.58
0.0,20153.125
0.0,20143.664
0.0,20134.213
0.0,20124.764
0.0,20115.32
0.0,20105.877
0.0,20096.445
0.0,20087.014
0.0,20077.588
0.0,20068.164
0.0,20058.748
0.0,20049.336
0.0,20039.926
0.0,20030.52
0.0,20021.121
0.0,20011.729
0.0,20002.334
0.0,19992.95
0.0,19983.566
0.0,19974.188
0.0,19964.81
0.0,19955.443
0.0,19946.082
0.0,19936.717
0.0,19927.365
0.0,19918.01
0.0,19908.666
0.0,19899.316
0.0,19889.979
0.0,19880.645
0.0,19871.32
0.0,19861.988
0.0,19852.672
0.0,19843.352
0.0,19834.041
0.0,19824.732
0.0,19815.432
0.0,19806.127
0.0,19796.92
0.0,19787.92
0.0,19778.93
0.0,19769.94
0.0,19760.951
0.0,19751.96
0.0,19742.992
0.0,19734.016
0.0,19725.047
0.0,19716.084
0.0,19707.117
0.0,19698.16
0.0,19689.209
0.0,19680.262
0.0,19671.312
0.0,19662.375
0.0,19653.434
0.0,19644.5
0.0,19635.574
0.0,19626.645
0.0,19617.723
0.0,19608.807
0.0,19599.895
0.0,19590.986
0.0,19582.08
0.0,19573.176
0.0,19564.283
0.0,19555.389
0.0,19546.498
0.0,19537.617
0.0,19528.734
0.0,19519.857
0.0,19510.984
0.0,19502.111
0.0,19493.242
0.0,19484.387
0.0,19475.527
0.0,19466.674
0.0,19457.828
0.0,19448.979
0.0,19440.137
0.0,19431.3
0.0,19422.469
0.0,19413.639
0.0,19404.812
0.0,19395.99
0.0,19387.176
0.0,19378.361
0.0,19369.555
0.0,19360.748
0.0,19351.941
0.0,19343.146
0.0,19334.354
0.0,19325.562
0.0,19316.781
0.0,19307.78
0.0,19298.738
0.0,19289.693
0.0,19280.662
0.0,19271.627
0.0,19262.594
0.0,19253.572
0.0,19244.557
0.0,19235.537
0.0,19226.525
0.0,19217.516
0.0,19208.516
0.0,19199.518
0.0,19190.523
0.0,19181.537
0.0,19172.543
0.0,19163.562
0.0,19154.582
0.0,19145.607
0.0,19136.64
0.0,19127.674
0.0,19118.715
0.0,19109.754
0.0,19100.8
0.0,19091.852
0.0,19082.906
0.0,19073.967
0.0,19065.025
0.0,19056.1
0.0,19047.174
0.0,19038.244
0.0,19029.326
0.0,19020.41
0.0,19011.502
0.0,19002.588
0.0,18993.69
0.0,18984.791
0.0,18975.898
0.0,18967.006
0.0,18958.121
0.0,18949.24
0.0,18940.355
0.0,18931.488
0.0,18922.617
0.0,18913.75
0.0,18904.889
0.0,18896.031
0.0,18887.176
0.0,18878.324
0.0,18869.486
0.0,18860.64
0.0,18851.803
0.0,18842.975
0.0,18834.143
0.0,18825.318
0.0,18816.5
0.0,18807.684
0.0,18798.873
0.0,18790.055
0.0,18781.256
0.0,18772.457
0.0,18763.662
0.0,18754.87
0.0,18746.086
0.0,18737.297
0.0,18728.525
0.0,18719.746
0.0,18710.977
0.0,18702.209
0.0,18693.443
0.0,18684.686
0.0,18675.932
0.0,18667.182
0.0,18658.432
0.0,18649.691
0.0,18640.953
0.0,18632.22
0.0,18623.492
0.0,18614.766
0.0,18606.04
0.0,18597.322
0.0,18588.607
0.0,18579.898
0.0,18571.193
0.0,18562.492
0.0,18553.791
0.0,18545.096
0.0,18536.412
0.0,18527.727
0.0,18519.047
0.0,18510.365
0.0,18501.691
0.0,18493.023
0.0,18484.355
0.0,18475.7
0.0,18467.035
0.0,18458.383
0.0,18449.738
0.0,18440.162
0.0,18429.814
0.0,18419.467
0.0,18409.127
0.0,18398.791
0.0,18388.46
0.0,18378.143
0.0,18367.822
0.0,18357.51
0.0,18347.201
0.0,18336.898
0.0,18326.605
0.0,18316.32
0.0,18306.031
0.0,18295.756
0.0,18285.482
0.0,18275.217
0.0,18264.963
0.0,18254.703
0.0,18244.459
0.0,18234.213
0.0,18223.973
0.0,18213.744
0.0,18203.51
0.0,18193.295
0.0,18183.076
0.0,18172.87
0.0,18162.664
0.0,18152.465
0.0,18142.275
0.0,18132.092
0.0,18121.91
0.0,18111.736
0.0,18101.56
0.0,18091.396
0.0,18081.24
0.0,18071.084
0.0,18060.938
0.0,18050.795
0.0,18040.656
0.0,18030.53
0.0,18020.402
0.0,18010.283
0.0,18000.176
0.0,17990.068
0.0,17979.96
0.0,17969.871
0.0,17959.773
0.0,17949.691
0.0,17939.611
0.0,17929.53
0.0,17919.463
0.0,17909.398
0.0,17899.344
0.0,17889.291
0.0,17879.24
0.0,17869.203
0.0,17859.17
0.0,17849.145
0.0,17839.117
0.0,17829.102
0.0,17819.086
0.0,17809.082
0.0,17799.072
0.0,17789.078
0.0,17779.086
0.0,17769.1
0.0,17759.121
0.0,17749.15
0.0,17739.178
0.0,17729.213
0.0,17719.258
0.0,17709.307
0.0,17699.36
0.0,17689.418
0.0,17679.484
0.0,17669.555
0.0,17659.625
0.0,17649.71
0.0,17639.797
0.0,17629.887
0.0,17619.984
0.0,17610.084
0.0,17600.197
0.0,17590.312
0.0,17580.432
0.0,17570.55
0.0,17560.684
0.0,17550.814
0.0,17540.963
0.0,17531.11
0.0,17521.254
0.0,17511.42
0.0,17501.582
0.0,17491.752
0.0,17481.928
0.0,17472.107
0.0,17462.29
0.0,17452.477
0.0,17442.674
0.0,17432.877
0.0,17423.09
0.0,17413.303
0.0,17403.52
0.0,17393.748
0.0,17383.977
0.0,17374.209
0.0,17364.453
0.0,17354.7
0.0,17344.947
0.0,17335.207
0.0,17325.467
0.0,17315.738
0.0,17306.014
0.0,17296.291
0.0,17286.572
0.0,17276.863
0.0,17267.156
0.0,17257.46
0.0,17247.768
0.0,17238.074
0.0,17228.393
0.0,17218.715
0.0,17209.04
0.0,17199.377
0.0,17189.713
0.0,17180.049
0.0,17170.402
0.0,17160.76
0.0,17151.121
0.0,17141.482
0.0,17131.854
0.0,17122.223
0.0,17112.61
0.0,17102.994
0.0,17093.387
0.0,17083.783
0.0,17074.188
0.0,17064.59
0.0,17055.006
0.0,17045.422
0.0,17035.848
0.0,17026.28
0.0,17016.71
0.0,17007.152
0.0,16997.592
0.0,16988.043
0.0,16978.5
0.0,16968.959
0.0,16959.42
0.0,16949.896
0.0,16940.375
0.0,16930.855
0.0,16921.342
0.0,16911.832
0.0,16902.334
0.0,16892.83
0.0,16883.344
0.0,16873.86
0.0,16864.373
0.0,16854.896
0.0,16845.426
0.0,16835.959
0.0,16826.506
0.0,16817.049
0.0,16807.596
0.0,16798.15
0.0,16788.715
0.0,16779.275
0.0,16769.852
0.0,16760.432
0.0,16751.012
0.0,16741.596
0.0,16732.19
0.0,16722.783
0.0,16713.383
0.0,16703.994
0.0,16694.61
0.0,16685.229
0.0,16675.85
0.0,16666.477
0.0,16657.113
0.0,16647.75
0.0,16638.396
0.0,16629.041
0.0,16619.701
0.0,16610.361
0.0,16601.027
0.0,16591.697
0.0,16582.371
0.0,16573.053
0.0,16563.736
0.0,16554.428
0.0,16545.121
0.0,16535.824
0.0,16526.53
0.0,16517.236
0.0,16507.96
0.0,16498.68
0.0,16489.41
0.0,16480.139
0.0,16470.871
0.0,16461.615
0.0,16452.363
0.0,16443.121
0.0,16433.877
0.0,16424.639
0.0,16415.408
0.0,16406.178
0.0,16396.955
0.0,16387.742
0.0,16378.532
0.0,16369.322
0.0,16360.122
0.0,16350.928
0.0,16341.733
0.0,16332.55
0.0,16323.366
0.0,16314.2
0.0,16305.027
0.0,16295.86
0.0,16286.692
0.0,16277.542
0.0,16268.392
0.0,16259.245
0.0,16250.108
0.0,16240.97
0.0,16231.842
0.0,16222.719
0.0,16213.591
0.0,16204.483
0.0,16195.374
0.0,16186.267
0.0,16177.169
0.0,16168.07
0.0,16158.983
0.0,16149.9
0.0,16140.818
0.0,16131.743
0.0,16122.679
0.0,16113.61
0.0,16104.554
0.0,16095.5
0.0,16086.444
0.0,16077.408
0.0,16068.361
0.0,16059.331
0.0,16050.304
0.0,16041.283
0.0,16032.262
0.0,16023.243
0.0,16014.232
0.0,16005.23
0.0,15996.234
0.0,15987.239
0.0,15978.242
0.0,15969.267
0.0,15960.285
0.0,15951.316
0.0,15942.344
0.0,15933.38
0.0,15924.418
0.0,15915.465
0.0,15906.519
0.0,15897.573
0.0,15888.633
0.0,15879.699
0.0,15870.77
0.0,15861.843
0.0,15852.923
0.0,15844.013
0.0,15835.103
0.0,15826.2
0.0,15817.296
0.0,15808.404
0.0,15799.511
0.0,15790.629
0.0,15781.752
0.0,15772.877
0.0,15764.002
0.0,15755.142
0.0,15746.284
0.0,15737.425
0.0,15728.575
0.0,15719.728
0.0,15710.884
0.0,15702.055
0.0,15693.224
0.0,15684.395
0.0,15675.572
0.0,15666.756
0.0,15657.949
0.0,15649.14
0.0,15640.343
0.0,15631.546
0.0,15622.75
0.0,15613.968
0.0,15605.181
0.0,15596.409
0.0,15587.635
0.0,15578.867
0.0,15570.107
0.0,15561.347
0.0,15552.595
0.0,15543.846
0.0,15535.103
0.0,15526.365
0.0,15517.635
0.0,15508.901
0.0,15500.181
0.0,15491.464
0.0,15482.753
0.0,15474.044
0.0,15465.333
0.0,15456.636
0.0,15447.942
0.0,15439.259
0.0,15430.568
0.0,15421.889
0.0,15413.213
0.0,15404.543
0.0,15395.88
0.0,15387.219
0.0,15378.563
0.0,15369.911
0.0,15361.265
0.0,15352.626
0.0,15343.989
0.0,15335.357
0.0,15326.7295
0.0,15318.11
0.0,15309.488
0.0,15300.877
0.0,15292.268
0.0,15283.667
0.0,15275.07
0.0,15266.474
0.0,15257.891
0.0,15249.299
0.0,15240.723
0.0,15232.152
0.0,15223.576
0.0,15215.017
0.0,15206.455
0.0,15197.903
0.0,15189.351
0.0,15180.799
0.0,15172.26
0.0,15163.725
0.0,15155.196
0.0,15146.666
0.0,15138.143
0.0,15129.626
0.0,15121.113
0.0,15112.608
0.0,15104.101
0.0,15095.6045
0.0,15087.109
0.0,15078.618
0.0,15070.14
0.0,15061.657
0.0,15053.1875
0.0,15044.713
0.0,15036.248
0.0,15027.786
0.0,15019.332
0.0,15010.882
0.0,15002.427
0.0,14993.988
0.0,14985.556
0.0,14977.125
0.0,14968.694
0.0,14960.2705
0.0,14951.851
0.0,14943.437
0.0,14935.03
0.0,14926.625
0.0,14918.223
0.0,14909.827
0.0,14901.4375
0.0,14893.048
0.0,14884.667
0.0,14876.293
0.0,14867.918
0.0,14859.556
0.0,14851.194
0.0,14842.833
0.0,14834.4795
0.0,14826.135
0.0,14817.79
0.0,14809.445
0.0,14801.116
0.0,14792.783
0.0,14784.461
0.0,14776.14
0.0,14767.819
0.0,14759.508
0.0,14751.201
0.0,14742.902
0.0,14734.601
0.0,14726.31
0.0,14718.0205
0.0,14709.741
0.0,14701.461
0.0,14693.186
0.0,14684.915
0.0,14676.648
0.0,14668.388
0.0,14660.133
0.0,14651.88
0.0,14643.632
0.0,14635.39
0.0,14627.155
0.0,14618.918
0.0,14610.691
0.0,14602.465
0.0,14594.251
0.0,14586.03
0.0,14577.821
0.0,14569.616
0.0,14561.411
0.0,14553.216
0.0,14545.027
0.0,14536.836
0.0,14528.658
0.0,14520.471
0.0,14512.301
0.0,14504.131
0.0,14495.965
0.0,14487.808
0.0,14479.647
0.0,14471.496
0.0,14463.354
0.0,14455.207
0.0,14447.073
0.0,14438.937
0.0,14430.807
0.0,14422.687
0.0,14414.568
0.0,14406.451
0.0,14398.336
0.0,14390.232
0.0,14382.126
0.0,14374.032
0.0,14365.942
0.0,14357.852
0.0,14349.7705
0.0,14341.691
0.0,14333.614
0.0,14325.544
0.0,14317.48
0.0,14309.416
0.0,14301.361
0.0,14293.311
0.0,14285.265
0.0,14277.215
0.0,14269.183
0.0,14261.15
0.0,14253.125
0.0,14245.11
0.0,14237.092
0.0,14229.081
0.0,14221.071
0.0,14213.071
0.0,14205.071
0.0,14197.071
0.0,14189.089
0.0,14181.102
0.0,14173.12
0.0,14165.141
0.0,14157.165
0.0,14149.205
0.0,14141.236
0.0,14133.281
0.0,14125.323
0.0,14117.377
0.0,14109.436
0.0,14101.492
0.0,14093.555
0.0,14085.622
0.0,14077.696
0.0,14069.769
0.0,14061.855
0.0,14053.941
0.0,14046.027
0.0,14038.119
0.0,14030.22
0.0,14022.318
0.0,14014.427
0.0,14006.542
0.0,13998.661
0.0,13990.777
0.0,13982.903
0.0,13975.031
0.0,13967.162
0.0,13959.307
0.0,13951.445
0.0,13943.591
0.0,13935.745
0.0,13927.901
0.0,13920.054
0.0,13912.223
0.0,13904.391
0.0,13896.5625
0.0,13888.738
0.0,13880.919
0.0,13873.108
0.0,13865.296
0.0,13857.495
0.0,13849.688
0.0,13841.894
0.0,13834.1045
0.0,13826.315
0.0,13818.53
0.0,13810.746
0.0,13802.979
0.0,13795.204
0.0,13787.44
0.0,13779.677
0.0,13771.917
0.0,13764.166
0.0,13756.414
0.0,13748.672
0.0,13740.93
0.0,13733.198
0.0,13725.465
0.0,13717.74
0.0,13710.01
0.0,13702.294
0.0,13694.58
0.0,13686.868
0.0,13679.158
0.0,13671.46
0.0,13663.758
0.0,13656.067
0.0,13648.38
0.0,13640.696
0.0,13633.012
0.0,13625.337
0.0,13617.668
0.0,13609.998
0.0,13602.337
0.0,13594.675
0.0,13587.02
0.0,13579.366
0.0,13571.717
0.0,13564.08
0.0,13556.44
0.0,13548.81
0.0,13541.179
0.0,13533.558
0.0,13525.937
0.0,13518.322
0.0,13510.705
0.0,13503.096
0.0,13495.495
0.0,13487.89
0.0,13480.296
0.0,13472.706
0.0,13465.12
0.0,13457.535
0.0,13449.961
0.0,13442.38
0.0,13434.811
0.0,13427.247
0.0,13419.682
0.0,13412.127
0.0,13404.569
0.0,13397.026
0.0,13389.482
0.0,13381.935
0.0,13374.401
0.0,13366.863
0.0,13359.343
0.0,13351.817
0.0,13344.296
0.0,13336.779
0.0,13329.269
0.0,13321.763
0.0,13314.257
0.0,13306.761
0.0,13299.263
0.0,13291.7705
0.0,13284.285
0.0,13276.807
0.0,13269.325
0.0,13261.854
0.0,13254.382
0.0,13246.917
0.0,13239.454
0.0,13231.998
0.0,13224.545
0.0,13217.095
0.0,13209.652
0.0,13202.207
0.0,13194.771
0.0,13187.343
0.0,13179.914
0.0,13172.485
0.0,13165.066
0.0,13157.651
0.0,13150.237
0.0,13142.833
0.0,13135.428
0.0,13128.027
0.0,13120.632
0.0,13113.242
0.0,13105.85
0.0,13098.472
0.0,13091.095
0.0,13083.716
0.0,13076.344
0.0,13068.979
0.0,13061.617
0.0,13054.262
0.0,13046.901
0.0,13039.553
0.0,13032.208
0.0,13024.868
0.0,13017.528
0.0,13010.192
0.0,13002.862
0.0,12995.538
0.0,12988.215
0.0,12980.899
0.0,12973.584
0.0,12966.275
0.0,12958.971
0.0,12951.67
0.0,12944.367
0.0,12937.074
0.0,12929.789
0.0,12922.507
0.0,12915.222
0.0,12907.944
0.0,12900.673
0.0,12893.407
0.0,12886.137
0.0,12878.879
0.0,12871.62
0.0,12864.365
0.0,12857.123
0.0,12849.878
0.0,12842.635
0.0,12835.398
0.0,12828.165
0.0,12820.9375
0.0,12813.709
0.0,12806.491
0.0,12799.271
0.0,12792.06
0.0,12784.852
0.0,12777.65
0.0,12770.447
0.0,12763.25
0.0,12756.057
0.0,12748.871
0.0,12741.684
0.0,12734.506
0.0,12727.328
0.0,12720.156
0.0,12712.984
0.0,12705.818
0.0,12698.66
0.0,12691.505
0.0,12684.354
0.0,12677.205
0.0,12670.057
0.0,12662.912
0.0,12655.781
0.0,12648.651
0.0,12641.521
0.0,12634.393
0.0,12627.271
0.0,12620.16
0.0,12613.049
0.0,12605.933
0.0,12598.829
0.0,12591.726
0.0,12584.63
0.0,12577.535
0.0,12570.452
0.0,12563.364
0.0,12556.279
0.0,12549.205
0.0,12542.133
0.0,12535.0625
0.0,12527.995
0.0,12520.937
0.0,12513.875
0.0,12506.82
0.0,12499.771
0.0,12492.727
0.0,12485.685
0.0,12478.652
0.0,12471.618
0.0,12464.587
0.0,12457.5625
0.0,12450.537
0.0,12443.52
0.0,12436.503
0.0,12429.495
0.0,12422.486
0.0,12415.484
0.0,12408.484
0.0,12401.488
0.0,12394.498
0.0,12387.508
0.0,12380.526
0.0,12373.546
0.0,12366.571
0.0,12359.598
0.0,12352.633
0.0,12345.671
0.0,12338.706
0.0,12331.754
0.0,12324.797
0.0,12317.849
0.0,12310.905
0.0,12303.965
0.0,12297.026
0.0,12290.096
0.0,12283.167
0.0,12276.245
0.0,12269.317
0.0,12262.402
0.0,12255.484
0.0,12248.574
0.0,12241.672
0.0,12234.768
0.0,12227.869
0.0,12220.975
0.0,12214.084
0.0,12207.195
0.0,12200.317
0.0,12193.434
0.0,12186.558
0.0,12179.69
0.0,12172.817
0.0,12165.955
0.0,12159.095
0.0,12152.237
0.0,12145.389
0.0,12138.541
0.0,12131.691
0.0,12124.85
0.0,12118.016
0.0,12111.179
0.0,12104.353
0.0,12097.527
0.0,12090.704
0.0,12083.887
0.0,12077.072
0.0,12070.259
0.0,12063.455
0.0,12056.647
0.0,12049.85
0.0,12043.057
0.0,12036.264
0.0,12029.476
0.0,12022.693
0.0,12015.912
0.0,12009.135
0.0,12002.362
0.0,11995.594
0.0,11988.83
0.0,11982.067
0.0,11975.308
0.0,11968.55
0.0,11961.801
0.0,11955.053
0.0,11948.309
0.0,11941.571
0.0,11934.836
0.0,11928.103
0.0,11921.374
0.0,11914.65
0.0,11907.929
0.0,11901.216
0.0,11894.5
0.0,11887.788
0.0,11881.08
0.0,11874.382
0.0,11867.681
0.0,11860.981
0.0,11854.292
0.0,11847.608
0.0,11840.926
0.0,11834.242
0.0,11827.57
0.0,11821.249
0.0,11814.948
0.0,11808.655
0.0,11802.356
0.0,11796.064
0.0,11789.778
0.0,11783.489
0.0,11777.209
0.0,11770.929
0.0,11764.654
0.0,11758.378
0.0,11752.108
0.0,11745.848
0.0,11739.586
0.0,11733.327
0.0,11727.07
0.0,11720.816
0.0,11714.569
0.0,11708.324
0.0,11702.082
0.0,11695.843
0.0,11689.611
0.0,11683.373
0.0,11677.145
0.0,11670.917
0.0,11664.7
0.0,11658.4795
0.0,11652.263
0.0,11646.052
0.0,11639.843
0.0,11633.633
0.0,11627.4375
0.0,11621.235
0.0,11615.037
0.0,11608.847
0.0,11602.659
0.0,11596.472
0.0,11590.29
0.0,11584.108
0.0,11577.932
0.0,11571.761
0.0,11565.59
0.0,11559.426
0.0,11553.261
0.0,11547.099
0.0,11540.945
0.0,11534.79
0.0,11528.642
0.0,11522.499
0.0,11516.349
0.0,11510.214
0.0,11504.077
0.0,11497.939
0.0,11491.808
0.0,11485.683
0.0,11479.562
0.0,11473.44
0.0,11467.319
0.0,11461.21
0.0,11455.095
0.0,11448.991
0.0,11442.885
0.0,11436.784
0.0,11430.684
0.0,11424.588
0.0,11418.5
0.0,11412.412
